,Unnamed: 0,ID,region_id,private_business,prices,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
409,409,2f643499232947ba7c7c57ec997bcdc4677ce24a,-11,business,11500.0,renault,megane,diesel,194840,2012,1461,golden,5,35
410,410,531591c9d567c8d303acaccb63da6c7a0d50e3d6,-11,business,9900.0,mercedes-benz,e-270,diesel,196000,2004,2700,blue,5,12
411,411,a6dd0d676ab0c57152da26e978f682a66afb4c67,-11,business,15100.0,seat,leon-st,diesel,73936,2015,1598,other,5,7
412,412,4474b7d3f888f8bac10d31ceee5d42f03f74cb5c,-11,business,17500.0,peugeot,308-sw,diesel,154000,2015,1600,white,5,146
413,413,b1ff75be346a3d6f3daa5f47cd0a391814a22608,-11,business,15100.0,ford,focus,diesel,44563,2014,1560,other,5,215
414,414,778beb981dd38005175c1ed327358353524f06f7,-13,business,17500.0,subaru,impreza,gaz,102000,2000,1994,blue,5,81
415,415,9e90e2689298cfc17bfdce10e596938c09b504e0,-10,business,2600.0,opel,astra,diesel,304123,2001,1686,green,5,85
416,416,4de98dc3484d60562086671c50a7c6523d345a2b,-10,business,1990.0,renault,megane-break,diesel,115000,2001,1900,blue,5,28
417,417,d4b7e1353c453a8b4b9a4d348c8c7d093cce00ae,-13,business,23950.0,audi,a4-avant,diesel,165000,2012,1968,white,5,298
418,418,9e13e72c4ca7f656fb0bf60e7389a66a2546a47a,-13,business,24750.0,mercedes-benz,a-160,diesel,10890,2017,1461,white,5,54
419,419,b2d5f7bad9bf0da828046bd63e781c48464e63a4,-13,business,4500.0,suzuki,vitara-cabrio,diesel,200000,1998,1900,blue,4,63
420,420,e8ec79d3730bc297d3473db44c00ff4f6fb1b80d,-11,business,17900.0,renault,captur,diesel,33975,2016,1461,orange,5,59
421,421,52d3c68a13f288819a99988794150b3fec3d9a64,-3,business,12950.0,renault,grand-scenic,diesel,133012,2012,1500,white,5,36
422,422,ba739a674944001290bbaa3f42a6ef33f47fca3e,-11,private,45990.0,land-rover,range-rover,gaz,145000,2009,5000,blue,5,92
423,423,e6de63ef5381f4aa0e6da7f8afa9a2cd3aaa01e7,-11,private,3580.0,nissan,primera,diesel,179000,2005,1900,blue,5,142
424,424,734a7bb846692722816f9cd996f52c45afa396ce,-13,business,20900.0,bmw,216-active-tourer,diesel,105000,2015,1500,white,5,53
425,425,12ccc0ee9b8e7c850eac06ebf61c7febdb0ff266,-11,business,12450.0,renault,megane-sport-tourer,diesel,168358,2012,1500,white,5,21
426,426,fb6ffbd51d9959974bb53965fe451041d5a947b3,-13,business,2750.0,peugeot,206,gaz,122000,2004,1100,blue,5,21
427,427,13b581d134fa16a8e682bb2b2023d4c0a0001c71,-11,business,15900.0,vw,golf,diesel,165000,2013,1600,white,5,39
428,428,ddfc3759ef3180b2f1bbe2e06ac4d13396b8e145,-11,private,13100.0,ds,ds3,gaz,15954,2016,1200,white,5,18
429,429,35ac02f62b7d3c1d831b9132a280fa8b6ba0e02c,-11,business,14690.0,seat,leon,diesel,65000,2012,1600,white,5,20
430,430,f11c505f5813e0b6f007ae0ce1023fae33aa4572,-18,private,13000.0,renault,megane,diesel,113000,2010,1500,white,5,43
431,431,242e65d8d8697d4ddcbf6a2e03a33fc8f1d71fb0,-3,business,24900.0,mercedes-benz,e-220,diesel,188000,2011,2143,white,5,102
432,432,37999cab64051af494776449a8a8c55219c26a86,-11,business,27950.0,bmw,116,diesel,14450,2017,1496,white,5,18
433,433,2d866dc2240619be3804d51541a330aee1c1efa8,-11,business,1300.0,citroen,saxo,diesel,244000,1998,1500,red,5,25
434,434,d9809fb1af866b1c50ebf2c11ec695409823a349,-14,business,16400.0,volvo,v40,diesel,137000,2014,1560,blue,5,77
435,435,5c33d06a302ae9f22ab9c3f3fa8a1f6ca200bed4,-11,business,31750.0,land-rover,evoque,diesel,102163,2013,2200,white,5,12
436,436,3e3867992e872aafcdbfbef76c10c4f8e652fd0e,-11,business,7250.0,toyota,aygo,gaz,63755,2013,998,white,4,86
437,437,40ad2a4b3cb9c4f437fa629437fc1ef09daa99ff,-13,business,11750.0,mercedes-benz,c-220,diesel,221631,2012,2200,white,5,20
438,438,3847c94d6223e747ad902854dc5887285fb09f03,-10,business,28450.0,mercedes-benz,a-180,diesel,28373,2016,1461,white,5,131
439,439,7727d9346ea220917e360155782b646fffa76cff,-3,business,13500.0,peugeot,308-sw,diesel,98500,2015,1600,white,5,25
440,440,7784daceef34be3c423657b32eca6aea621ba552,-3,business,5000.0,ford,galaxy,diesel,239699,2000,1896,blue,7,12
441,441,34f3ad4e94dda76406d0a50119d62ff114cb4697,-3,business,14490.0,citroen,c4,diesel,113600,2015,1560,white,4,28
442,442,167395fffa630e6427587415533d6cb5f3c9bab8,-11,business,950.0,hyundai,accent,gaz,94000,1997,1341,white,5,9
443,443,b7c5a033356550eec960fac02504fcadcf923941,-10,private,2999.0,land-rover,freelander,diesel,280,1998,1999,green,5,10
444,444,9637d47b8655465c820bf25afb1d114cf0d53f38,-13,private,15300.0,volvo,xc-90,diesel,205000,2005,2401,blue,7,55
445,445,df5b5358a72ff389012fcaf246dad5a8e8bfe77b,-11,business,11700.0,opel,astra-sports-tourer,diesel,98000,2011,1700,white,5,68
446,446,22ab84c81d59715262efc9bddcb34896d6f5dfab,-11,business,2750.0,ford,focus-sw,diesel,252000,2001,1798,blue,5,13
447,447,27b35f21b72d2c3d798c404d72b7aa483e4ab919,-15,business,10350.0,fiat,500c,diesel,138710,2010,1300,yellow,4,170
448,448,442dac85dbb2dd3209680c46bed365960b88fed1,0,business,13220.0,peugeot,208,gaz,23958,2017,1199,white,5,10
449,449,9e504a45da82c436b70365830644f12b3531e0dc,-11,business,12900.0,skoda,octavia-break,diesel,208000,2014,1598,white,5,275
450,450,8ed82f790ca0ce47b80ffb196ac593c6e0702283,-15,business,10490.0,renault,zoe,electric,39000,2013,400,white,5,237
451,451,fde723bca94d1e0cc9bb11c25eed295243d6e2c1,-15,business,14950.0,vw,golf,diesel,135000,2013,1598,blue,5,38
452,452,40bfc175950c25a54c87dfd048864a86ad1cc8df,-13,business,9900.0,mini,cooper,diesel,133520,2008,1560,blue,4,13
453,453,526f04e06cdb6b4b15553672dce8a4d247920ada,-11,business,19000.0,mercedes-benz,a-160,diesel,55783,2014,1461,other,5,18
454,454,8f3f02db92db989eccb587654225943d1313c269,-11,business,9950.0,seat,ibiza,gaz,22473,2016,999,other,5,8
455,455,eaba6c72607be4c4d253049b1386b93885ef4709,0,business,5900.0,audi,80,diesel,160000,1997,1900,blue,5,55
456,456,2d304e54e7fb6fd2078019072291f898c3117470,-11,business,24200.0,renault,talisman,diesel,36433,2017,1461,other,5,8
457,457,f0164866cc925306b95745bdf4bc81e1b5d61cd7,-13,business,11500.0,mitsubishi,space-star,gaz,20,2018,999,white,5,58
458,458,cad988fe48b5f6640759209c1cd61769cb2d363f,-11,business,25000.0,peugeot,308-sw,gaz,10000,2017,1198,blue,5,212
459,459,18c4698b1b27726a256039c6b857adbef07d71e8,-10,business,14250.0,peugeot,308,diesel,131800,2014,1600,white,5,12
460,460,786475c47a10e3523ffac040cf2f9e8516ceca2b,0,business,16450.0,renault,clio,diesel,26950,2017,1461,red,5,120
461,461,98f40b553f8b980e4c695a6776d9ab4404f53d47,-13,private,1250.0,renault,laguna,gaz,221000,1995,1783,red,5,27
462,462,085327795821aa1c7e1ddf59d4932ca54b9981f8,-11,business,6990.0,kia,ceed-sw,diesel,108700,2008,1582,blue,5,20
463,463,49575f8029f195c96005a549929a3bc1a6fc0801,-3,business,13800.0,fiat,500,diesel,24185,2017,1300,white,4,60
464,464,06d811b5b8d77a5a1d7a2980159c774be4832528,-11,business,21490.0,peugeot,308-sw,diesel,49900,2015,1560,blue,5,93
465,465,deb289b5e09f5acd054c19efe1080260e43662d9,-14,business,20900.0,mazda,3,diesel,12500,2017,1499,white,5,111
466,466,8f23babbc88128870b67fc0c648b7571b1a42285,-1,business,4250.0,fiat,500x,diesel,1,2017,1598,white,5,15
467,467,5070fc80f355024dbf0514cac5db2b0de5d4bb27,-15,business,28450.0,mercedes-benz,gla-180,diesel,75443,2016,1500,white,5,45
468,468,d0a13e8fa99a3f708072e05e3f137d51a01d214c,-15,business,23500.0,mercedes-benz,glk-200,diesel,160000,2013,1997,white,5,18
469,469,a86d5a6544d06bd7ee8919150cbb3bedcaea1e84,-11,private,14750.0,vw,tiguan,diesel,132000,2009,2000,white,5,17
470,470,836ca44399d6328401f9edce0c9d0c8a07ee284a,0,business,15700.0,peugeot,208,diesel,27208,2016,1560,other,5,22
471,471,c77d049dd70b256798cf8d974759aa24a2abff26,-1,private,4850.0,volvo,v50,diesel,190000,2007,1600,blue,5,8
472,472,f3b8ba7fbc220dd58bbcbd8723c28eb8e6c627cd,-13,business,9500.0,alfa-romeo,mito,diesel,175976,2010,1598,red,5,65
473,473,ef7d58cd1a19469d57c2629277140bc784413a2b,-11,business,23950.0,mitsubishi,asx,diesel,37900,2016,1600,white,5,132
474,474,aa5cf1bca3398b623886eef7e41b01c9ab4291da,-11,business,23100.0,vw,passat-cc,diesel,107101,2014,1968,other,5,12
475,475,bfb1050d923f2113d8867ec11a5e25429ed3e688,-13,business,19900.0,bmw,318,diesel,134361,2014,1995,other,5,11
476,476,4bd719c0b96f76714430d3284ca19b6cbcd83f88,-11,business,13750.0,peugeot,208,diesel,86608,2015,1560,white,5,80
477,477,7afb7757c483035fde979c2829062373cf731ba9,-11,business,10900.0,seat,leon,diesel,159200,2010,1600,white,5,8
478,478,8d51f5339709ca9d846b9f21baa591e98766497c,-11,business,2650.0,land-rover,freelander,diesel,250000,1999,2000,green,5,18
479,479,212c992a8b28606a94980c6feec5c116f6958930,-1,business,21750.0,bmw,x1,diesel,125000,2010,2000,blue,5,21
480,480,8383f99e1b1ef3ab6454db6facd5790204e57e80,-3,business,13490.0,toyota,yaris,diesel,61322,2015,1400,white,5,11
481,481,50cd624e8484522146ecb961e0d97685db12bd12,-11,business,12250.0,bmw,116|serie-1,diesel,145000,2010,2000,blue,5,33
482,482,d3b12d8c8e0e82a0fe37204e2fe1c7362a22266a,-13,business,3500.0,vw,passat,diesel,281737,1997,1896,red,5,7
483,483,49914c4ebc7f007ecdc54ab02b7e917fb348a028,-13,business,22900.0,mercedes-benz,e-250,diesel,115000,2011,2200,white,5,14
484,484,2d78b622f50fb376edc9ee5918239daa040e5f2f,-14,business,17500.0,bmw,114,diesel,76000,2015,1600,white,5,8
485,485,c3885dca9a878b8c6ea8a08e013ddc812eeca98a,-13,business,1500.0,volvo,460,gaz,100000,1995,1596,green,5,47
486,486,2d95437e6ad85a358b48e86ab7915788d984aa8e,-11,business,9150.0,opel,combo,diesel,183934,2014,1598,other,2,47
487,487,090c8f425b98219a83277447b0a98d2a45345244,0,business,15500.0,vw,passat,diesel,118632,2011,1968,other,5,48
488,488,f745a199e8ff741234cc4a4159007d2fdad1cf91,-13,business,24900.0,jaguar,xj,diesel,173742,2007,2720,green,5,145
489,489,2412454dc63ef8ea870e1b17a21bb8c8dc1f2eeb,-11,business,16750.0,hyundai,ix35,diesel,69000,2010,2000,green,5,109
490,490,e718d70e49ee3371375b794c88b8c5c3f23a2011,-17,business,10500.0,seat,ibiza,diesel,63058,2014,1198,white,5,175
491,491,f943f821dd47c5d7d235f4f34079e0c1e42cf7d7,-11,business,16000.0,mercedes-benz,c-220,diesel,230000,2008,2200,white,5,39
492,492,69e5a68a53319168598a77055b59f780eda40487,-11,business,13790.0,renault,clio-sport-tourer,gaz,15599,2017,898,white,5,22
493,493,e599782347453fc35a5dbff6858e0878cf6ddaf1,-1,business,34800.0,mercedes-benz,c-220,diesel,84150,2015,2143,white,5,30
494,494,af73ac5d8a8051f82d9567f5d919432310154c25,-13,business,14800.0,audi,a3,diesel,82500,2010,1598,white,5,27
495,495,2a21f04d8ce2fa700a0e6b1dde358d1a0524e8ae,-31,private,41500.0,bmw,635,diesel,7408,2008,2993,white,4,24
496,496,d00d5181953996a87422643ceffa75095b4eb05c,-1,business,13490.0,renault,megane,diesel,113444,2015,1500,white,5,23
497,497,737c2621514685a36577c50e02d0007f91be7343,-11,private,15500.0,ford,focus,gaz,31000,2015,1000,other,5,8
498,498,cb5e93f1ca8ed81a642c8c6489f23c0ca8fb1dad,-11,business,21900.0,nissan,qashqai,diesel,51000,2016,1461,white,5,20
499,499,fdbf6330470cfcea0f66dbc41442c02d224804d2,-1,business,2950.0,vw,polo,gaz,143400,2002,1198,blue,5,34
500,500,dcad0c0f136421e0f1919117f117be98b513042d,-15,business,19990.0,peugeot,308,diesel,15096,2017,1560,white,5,23
501,501,65f6d2ba84e665085d4ed4682054a578261f3cf4,-13,business,4500.0,audi,a4-avant,diesel,276000,1998,1896,blue,5,201
502,502,85c4c11cdff1029f40400f004a78062f3ad97593,-1,business,16500.0,audi,a4-cabrio,diesel,105000,2006,1968,blue,5,7
503,503,62030044c53b6d5235d6ade71359c0c80b6902d7,-11,business,4990.0,suzuki,grand-vitara,diesel,180000,2000,2000,green,5,124
504,504,7a0a731790ca5e939f666cd058dbedc661b5db8c,-15,business,18990.0,bmw,116,diesel,23000,2015,1500,blue,5,183
505,505,1e5b2fc92d91131cf4a1f9e6e97539cdac334ed0,-13,business,14900.0,renault,grand-scenic,diesel,90000,2015,1461,golden,7,21
506,506,c3c40f488e6531b1d010e532b6656b2993e35cb9,-11,business,14980.0,skoda,octavia,diesel,99821,2014,1598,other,5,85
507,507,78fa59ebd3a7b6f4873e1ae6e643e7595fa4c5e8,-13,business,12900.0,vw,polo,gaz,50800,2016,999,white,5,54
508,508,73e902885dd6d7701cd90447a6ef4ee2d85e0edc,-11,business,13850.0,renault,clio-sport-tourer,gaz,19200,2017,900,red,5,17
509,509,0f916854082652ef18ffdc0d06c6331362a6737c,-11,business,22650.0,nissan,qashqai,diesel,31619,2015,1500,white,5,25
510,510,b0d4029fb7a1a49ae72d4a89cb36a8d68f17510f,0,business,13700.0,fiat,punto-evo,diesel,52533,2016,1248,other,5,64
511,511,d8aebe4f025c0ef307ce937ae43b09e3e870be29,0,business,20900.0,volvo,xc-60,diesel,178000,2011,1984,brown,5,11
512,512,d2a6dc657a8ed9db09b5e3ada9cbd2d43e4e812c,-11,business,19200.0,peugeot,308-sw,diesel,34030,2017,1560,other,5,15
513,513,6e526c1f81cd362045977cf7069fb71290dd94a5,-13,business,15500.0,fiat,500x,diesel,20000,2016,1248,white,5,22
514,514,51fec85d5e50aa35f37d260a726f4699aa8453a6,-11,business,10400.0,audi,a1,gaz,67234,2011,1197,red,5,34
515,515,478d2516070a8c5d5880c81698232efc907bfd18,-11,business,13800.0,peugeot,208,diesel,115000,2014,1600,purple,5,14
516,516,f453fefe3025c63fbc37273afea3fdf4afc4ab45,-5,business,27000.0,mercedes-benz,a-160,gaz,2800,2018,1332,white,5,21
517,517,e892d711396a0d694916312a3365b54075ce1fbd,-14,business,16500.0,opel,astra-sports-tourer,diesel,98000,2016,1600,brown,5,9
518,518,c4ba08b2eb2d2fcc9f8c14de6daffaa6310a0349,-8,business,10700.0,renault,clio,gaz,52126,2015,898,red,5,19
519,519,d0aec12f4156114912e7661dd75c45d93ec8acc4,-13,business,14750.0,opel,adam,gaz,35000,2017,999,white,4,17
520,520,091cbe311babf860dc484ed69c64b95b87df63d6,-1,business,22500.0,toyota,auris,hibride-gaz,50000,2017,1798,white,5,15
521,521,852c04f37bab2a5561090c6d17d30038bea8536d,-13,business,20400.0,renault,captur,diesel,21162,2018,1461,red,5,12
522,522,f20cea425584d83f4dc7082d8719b22d17be0b83,-11,business,1750.0,renault,megane,gaz,128000,2000,1400,white,5,21
523,523,9fc7c0c4e7318466d36cbd4f5db1ee659160bc69,-13,business,9250.0,mitsubishi,l200,diesel,120000,2000,2500,green,5,36
524,524,8edcd2d21dcd2bbea0b1e54bf0ad93703110b8cf,-1,business,2200.0,renault,scenic,gaz,245130,2002,1400,green,5,27
525,525,747034c7036fdfea6b82ae2160eedc4d65db5536,-13,business,4400.0,fiat,grande-punto,gaz,178000,2006,1242,blue,5,144
526,526,8e9de686cb6dc51fe1a5afae4cb4669f40f000db,-11,business,32950.0,bmw,320,diesel,44300,2016,2000,white,5,68
527,527,fca80051d67e8c38449cc5437e9cbd0e52e2f9fb,-13,business,28500.0,mercedes-benz,c-220,diesel,140000,2015,2143,blue,5,46
528,528,9ec7b72dc3e6128e9bfd0df60c5d2cd7c77d3a92,-11,business,18600.0,opel,insignia,diesel,69576,2015,1956,other,5,18
529,529,63d779fab2f3774d32f1b3b332dd7eea76a9c2fc,-16,business,14900.0,kia,ceed-sw,diesel,147000,2015,1396,white,5,156
530,530,fbaf015db33dbfdfa5eeb999437979c03a40414c,-11,private,3750.0,lancia,ypsilon,gaz,95000,2008,1400,beige,5,28
531,531,cbc323a49016e24099a34137fc5762082ce68399,-15,business,14980.0,citroen,ds3,diesel,92000,2014,1560,blue,5,108
532,532,203021aad33d34de42cae38ee418d8946dda0e35,-10,business,22850.0,renault,megane-sport-tourer,diesel,37721,2016,1461,white,5,28
533,533,449b13667402caab9bbc90d4b6b71d62c1939fed,-13,business,4600.0,smart,fortwo,diesel,80000,2007,800,orange,2,22
534,534,d69442117db7ba6d0f70c488c98b0afb8f4b3ae3,0,business,27700.0,volvo,v40-cross-country,diesel,31800,2017,1969,white,5,77
535,535,99503687699b351a6a545b948f4e16f9f11e42f5,-15,private,10500.0,seat,ibiza,diesel,79200,2011,1600,white,5,23
536,536,f33f612e0bf20ee61221bc3805f49cf55152066e,-13,business,13990.0,vw,golf-variant,diesel,129679,2014,1598,blue,5,15
537,537,3d1cea494da3c998bd426e121af9f1bf7143fe34,-1,business,47490.0,lexus,is-300h,hibride-gaz,10453,2017,2494,white,5,113
538,538,69c26fef057201dbe4bdf6e3740a8c56f0bdeb33,-10,business,10450.0,vw,polo,diesel,83654,2014,1199,white,2,89
539,539,3b8430f9cbe3f6c79d34bf7fa8d12d12121e9d73,-10,business,27300.0,mercedes-benz,a-180,diesel,14200,2016,1500,white,5,25
540,540,cc86b71888d8f33ccf7cbae11a4c3359b0e23960,-15,business,20490.0,peugeot,308,diesel,22205,2017,1560,white,5,34
541,541,5abbd949169c1e86afa9760ee9110e86733c30a6,-6,business,6499.0,peugeot,407,diesel,167000,2005,1600,other,5,49
542,542,002f647bedbfd58964101733116ac440eb217f6f,-11,business,15500.0,mini,coupe,diesel,79500,2011,2000,blue,2,75
543,543,2cc6ab44aeb8e5044f169154585a3c687ec0736e,-11,business,6950.0,smart,fortwo,gaz,65000,2014,1000,white,2,13
544,544,de94ba2bcbc4f2a883e78addeb1ebef729f9f393,-15,business,5250.0,suzuki,alto,gaz,86749,2010,999,other,4,104
545,545,2674e56049d8cbe62af65953650504933bf9524f,-15,business,18390.0,bmw,116,diesel,46700,2016,1496,blue,5,177
546,546,bfab83ece98f34f8bd073f4cfeba1ef6240ce3a2,-15,business,8750.0,fiat,panda,gaz,42003,2017,1200,blue,5,52
547,547,1a426e736079a1c057a522db54b7169d9542e9e9,-13,business,20750.0,fiat,500x,diesel,32,2018,1248,blue,5,38
548,548,fb2d15cc2e4b05c0e9c44da84ba03a062ec195dc,-13,business,6900.0,smart,fortwo,diesel,50000,2012,799,white,2,10
549,549,b24138f46dff363c1591578dcea7d2fcfcc3712b,-11,business,12500.0,ford,focus,diesel,122080,2014,1560,other,5,14
550,550,9b22e93a69397ec6bae59933b78c892f5a2bc9d8,-1,business,12400.0,smart,forfour,gaz,7439,2016,900,blue,4,13
551,551,81e63b238e0846db4072b198e5e84d57ea502edc,-3,business,7250.0,fiat,500,gaz,100000,2008,1200,red,4,80
552,552,90fc872f9fa313bf32f6c5d41c4968586729ab7f,-15,business,19999.0,mini,cooper,diesel,76000,2015,1496,white,5,146
553,553,8d7e2389ad12aad96409311f289701b848efbeb2,-13,business,21900.0,nissan,qashqai,diesel,21739,2016,1461,white,5,80
554,554,6701cc87e5da42e9b67216fb0511a311a3aff5d5,-13,business,19490.0,nissan,juke,diesel,4850,2017,1461,white,5,10
555,555,9e330758d164f2e95592019c27e66fac7565d2ca,-11,business,38900.0,mercedes-benz,e-300,diesel,36353,2015,2143,other,5,20
556,556,03a0df35e34cdd291132242c827ab4ead5752f3d,-11,business,14900.0,renault,clio,gaz,30,2018,898,red,5,78
557,557,7f304c55f8fd4e408bc130166b86ec8b9bc05553,-13,business,16500.0,bmw,116,diesel,178000,2014,1600,white,5,7
558,558,a65a3ee49617548ba4d06560f3659ea5b9de61b6,-13,business,31900.0,peugeot,3008,diesel,16827,2018,1500,white,5,32
559,559,3eb86f4e0ad8016f74242d6df647dcf9d7de52bc,-11,business,14500.0,renault,megane-sport-tourer,diesel,65322,2014,1461,other,5,29
560,560,79af84a8dbfde1e024ef472b88dfc6b4fbd57b58,-11,business,18200.0,renault,scenic,diesel,64166,2015,1461,other,5,34
561,561,1709c48bc7986de7a3e722eecd88a956e82698cd,-13,business,17900.0,mini,cooper,diesel,48522,2015,1496,blue,4,32
562,562,08937add3026f1e101794acb04393dc8112cdc26,-11,business,13250.0,renault,captur,gaz,57450,2014,898,beige,5,23
563,563,46024f8513d43030de5027b824de590f17b453e8,-11,business,16900.0,fiat,500x,diesel,50221,2017,1300,white,5,21
564,564,16c2198b0914163aef1d34461d74df519ba795b9,-15,business,17990.0,toyota,yaris,diesel,34667,2017,1364,golden,5,9
565,565,8cfc47d1925e53969934d1feec32abb4137544a5,-5,business,27000.0,mercedes-benz,a-160,gaz,2800,2018,1332,white,5,19
566,566,b7006a5765e9c8b50103c4192fc6d2bfb2ca920b,-14,business,2500.0,citroen,c5,gaz,198765,2003,2000,green,5,27
567,567,12bdff231acc5bcfe513b2fc325b01b260385598,-1,business,5750.0,smart,fortwo,diesel,145647,2007,800,blue,2,47
568,568,0924a1cede5e946967bdb12260456f71a562dc37,-10,business,23500.0,mercedes-benz,sl-300,gaz,75000,1990,3000,green,4,61
569,569,f50618d1bfd715334cf15c0ec4207273c7661958,-11,business,17950.0,ford,focus,diesel,77749,2015,1499,white,5,31
570,570,390afbe41414967d7691b6e5f4c096e7aaf9b4f8,-15,business,8750.0,ford,fiesta,gaz,34000,2009,1250,red,5,38
571,571,a0f7f680105da27403778d7ea874857bfe8a6753,-11,business,22250.0,bmw,120,diesel,114454,2013,1995,other,5,77
572,572,4728402887d2adf520aa10a517be9e57059dcfbc,-10,business,14740.0,smart,fortwo,gaz,885,2017,898,red,2,40
573,573,f54624d4f2dafc16cc9f873bb9c92de8327aaeb8,-13,business,15950.0,volvo,v40,diesel,119900,2014,1600,blue,5,16
574,574,06c0345a37ddd740967c574e83c9bf496bd198c7,0,business,12500.0,fiat,500,gaz,19468,2017,1242,white,5,67
575,575,662d5c32273abc989b3336dec758727f1062fd78,-11,business,12900.0,opel,corsa,diesel,48000,2014,1300,white,5,41
576,576,92ef8f12d84ed3600263349c219dcb89f85790e8,-13,business,15750.0,seat,ibiza,diesel,59991,2015,1598,white,5,16
577,577,4f0eb6655d6b2d94cab6c7a208894398dafb98f0,-11,business,3990.0,citroen,c3,gaz,131407,2005,1124,blue,5,38
578,578,d3b9b5f7fd5ff148e5755aa82d53f02f21e529dd,-7,business,26900.0,volvo,v40-cross-country,diesel,160,2017,1996,white,5,55
579,579,aa5f57fa022d8366e15906d9cd32e35cc3101768,-6,private,17490.0,bmw,120,diesel,160000,2012,1995,white,5,111
580,580,5d553718b7bf3965107291893673229716bce203,-11,business,9850.0,opel,corsa,diesel,67869,2013,1248,other,5,23
581,581,a05c9522d04f048a6f666ab75dddacd394c2d36a,-6,business,66000.0,jaguar,f-pace,diesel,21479,2017,2000,white,5,62
582,582,14c2c8ea26d29d4eb575ee6b543cb5f0f477c089,-11,private,16500.0,renault,captur,diesel,32500,2015,1500,brown,5,33
583,583,7a5a9d5cbacce6b7eb8e5c93354e3dd1a05518da,-11,business,5500.0,dacia,logan-mcv,diesel,334000,2008,1461,blue,7,199
584,584,af0a0cd89f4c5595a1ee6ea8a6f0718a5b97891a,0,business,19990.0,renault,megane-coupe,gaz,46000,2010,2000,white,4,170
585,585,5a8cf4170339ca27680012a869f9b56796c5961a,-10,business,20500.0,mercedes-benz,c-200,diesel,180000,2013,2200,blue,5,46
586,586,8a5014cb0927f1a9453b101f47b4ea8b14da3966,0,business,23450.0,renault,megane-sport-tourer,diesel,312,2017,1461,white,5,14
587,587,88f0a315075ee69fff3a49563349c7e22aabbabc,-11,business,7980.0,fiat,panda,gaz,27664,2016,1242,white,4,27
588,588,185fa81087f0d46e65a9a50fd7060d0bfbc49dd3,-13,business,47000.0,mercedes-benz,c-200,diesel,4834,2017,1598,blue,5,10
589,589,597bea7f054693eb1ce7288e1811a206fb982894,0,business,19900.0,skoda,octavia-break,diesel,21511,2017,1598,other,5,68
590,590,543694306dd2280dc8c20f26c7d39b3f73fac3d9,-13,business,6950.0,seat,ibiza,diesel,227453,2009,1400,blue,5,21
591,591,0f118be8add7766bdd61cb7f6da2c50020d6cade,-13,business,9950.0,kia,rio,gaz,38000,2012,1200,brown,5,7
592,592,8ac24dab06b07384e4b3eba04ebc6279d55d03e2,-3,business,3990.0,suzuki,grand-vitara,diesel,245800,1997,2000,green,5,88
593,593,32a4aafc8245099d99ea9784d2c900fdaff1f0b9,-13,business,33900.0,audi,q7,diesel,170000,2010,2967,white,5,10
594,594,02b187905b81cbed6f38958a7a8707f35fb1ba1f,-13,business,3890.0,citroen,c3,gaz,123222,2002,1124,blue,5,24
595,595,d6ece6e3832662c4069f5ef8e91e27a343e70c30,-3,business,23500.0,renault,megane-sport-tourer,diesel,37559,2017,1500,white,5,172
596,596,32781f57dfdf8a76a699ee24432fa06115ef58e7,-13,business,5990.0,smart,fortwo,gaz,82837,2007,1000,white,2,111
597,597,eddb30fdeb2b88f87b867b0846307bd7677c0ea7,-13,business,7500.0,bmw,z3,gaz,154000,1997,1800,blue,2,7
598,598,d8542810825d0c532b8894b09d36e560a6a084e3,-11,business,3250.0,renault,4,gaz,170000,1990,845,white,5,93
599,599,37ebf0c9993b328b611c59157b2594822e1264b5,-15,private,2300.0,peugeot,206,diesel,250000,1999,1900,white,4,12
600,600,c838eeff166692a7e75ad2955fc1f1e8f3c3c654,-1,business,2750.0,vw,polo,gaz,224000,2002,1200,blue,5,70
601,601,07b23d1bb13e72696a248490a6a99d4725079741,-1,business,8750.0,fiat,500,diesel,134000,2010,1248,white,4,113
602,602,c559885b98ce5e0f035364a6ee3d8fdb0d39eee0,-13,business,3950.0,audi,a6-avant,diesel,279000,1998,2496,blue,5,86
603,603,4ed89025b21685cfbbeaa607ff11cbfe1d6d14bf,-11,business,14000.0,vw,golf-variant,diesel,141384,2013,1598,other,5,7
604,604,18656e02e2800655d067742654e38d71a36fd233,-13,private,4250.0,vw,golf,gaz,184000,2004,1400,blue,5,25
605,605,9142b2dbe09267a49039a4a06aaca6a8c0234d83,-11,business,15900.0,seat,leon,diesel,99597,2014,1598,other,5,19
606,606,90b069c176d1ba045033e53ad8fa88fea256e53b,-13,private,18500.0,mercedes-benz,cls-320,diesel,176000,2007,3000,blue,4,13
607,607,5bcfeff1c29193ea68c7738c06844267e28be909,-2,business,18500.0,renault,captur,gaz,186,2018,898,white,5,38
608,608,512b94c801cb494cf953a7afcd1efaa0afaf1374,-8,business,15850.0,citroen,c4-cactus,diesel,87234,2015,1600,white,5,32
609,609,8d5952c8c149abd80718e3ad20b8e3ae27e5dd24,-3,business,24990.0,peugeot,3008,diesel,130000,2016,1600,white,5,91
610,610,9eaeb72136902fa99c0792ed60bf629113a4becc,-13,business,46900.0,mercedes-benz,e-250,diesel,14000,2015,2143,white,4,18
