,Unnamed: 0,ID,region_id,private_business,prices,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
0,0,6321a87b1e923f46d9acdf3322fcee72a6879188,-11,business,29250.0,mini,cooper,diesel,14500,2017,1496,blue,5,15
1,1,0a3d81767bf143b60729f7ee1c764db91f05f557,-13,business,3999.0,land-rover,freelander,diesel,150000,2000,2000,green,5,98
2,2,2671be1fef116b2d5b1d6ecebb734ce349232ca2,-11,business,30600.0,mercedes-benz,c-250,diesel,118827,2013,2143,white,5,110
3,3,628ac15170274c64fa4aa70b3a917cbc1b2c4d89,-11,business,25500.0,volvo,xc-60,diesel,102519,2013,1984,other,5,17
4,4,5a73a4a249f4044b9b42eae533cb6a72b4a0c35a,-11,business,7000.0,opel,vectra,diesel,120000,2004,2172,blue,5,33
5,5,e85d5fce84da779cffd6580f84dc10132127410b,-1,business,15690.0,peugeot,208,diesel,17000,2017,1560,white,5,61
6,6,7ed7809141c6843e1f70f2f4d301990c6c3a10a1,-11,business,25980.0,audi,q3,diesel,74203,2012,1968,white,5,13
7,7,d95227746424fee19c9018c7c92123632e3d4784,-13,business,31900.0,mercedes-benz,c-220,diesel,164528,2014,2143,white,5,16
8,8,efb84661abde911bb0797bad3d6704da3bb2b448,-17,business,23500.0,toyota,auris,hibride-gaz,5000,2017,1800,white,5,152
9,9,0fc365436870d4dd30d41995a268da93763aaf2e,-13,business,22900.0,bmw,320,diesel,136000,2011,1995,white,4,133
10,10,066297f59d5e33929fb851cb29642e8fc94525eb,0,business,15990.0,peugeot,308-sw,diesel,99750,2016,1560,white,5,87
11,11,79af5510c3e12e8ac65d0dba36c090454d4f0339,-11,business,13490.0,opel,corsa,diesel,29200,2016,1300,green,5,99
12,12,281014383d7e131ee3276cb46fa5251638b6400b,-13,business,16990.0,audi,a3-sportback,diesel,175000,2013,1600,white,5,41
13,13,95d7de8ae4fa217baefc3dbe08c1eae0ee9a2ec6,-11,private,17990.0,lexus,is-200,diesel,96450,2011,2200,white,5,11
14,14,e01074b2206b714868b62ba75783523bfcddec2c,-17,private,12900.0,alfa-romeo,giulietta,diesel,189000,2010,2000,white,5,13
15,15,f69b5315b867f1400532c94bb05d31078e745fa7,-8,business,6950.0,audi,a6-avant,gaz,209122,2000,2771,blue,5,16
16,16,574a784dfa57a99406e96ffb3a5b492fc56e235f,-11,business,15740.0,fiat,tipo,diesel,21964,2016,1300,blue,5,110
17,17,b0f76896abaecd2afe6091ecfa3776f8a4d78bf4,-11,business,20500.0,seat,leon,diesel,75000,2014,2000,blue,5,33
18,18,5e6c19f68104848cec4cb47191426f49947e8e87,-11,business,4900.0,renault,grand-espace,diesel,303000,2005,2200,blue,7,13
19,19,9c870a3e0b2befab89c7b9b78830b6e765340abe,-13,business,17600.0,bmw,118,diesel,120000,2010,2000,white,5,19
20,20,2c4656b1a310de33663c4d175379d49f56b15dc6,-8,private,5000.0,chrysler,sebring,gaz,88010,2002,2000,golden,5,99
21,21,db9de65a23cae835d7590b5c7b48b112772af43b,-11,business,19000.0,kia,ceed,diesel,9707,2017,1396,blue,5,79
22,22,99a9dd233923d529505e64b522e71eb2bf7e6759,-13,business,12250.0,peugeot,308,diesel,163000,2014,1560,white,5,109
23,23,eedf42335011fddab62e80ec3df9eb11217762aa,-3,business,23000.0,ford,ecosport,gaz,1,2018,1000,blue,5,134
24,24,2d1ce81e2a41d6d5e773800e5c7dce08fd267f2b,-11,private,700.0,opel,astra,gaz,190000,1992,1400,other,5,14
25,25,26ab937ed6f8a3171f244009cde1bb37d51e7233,-13,business,20390.0,bmw,116,gaz,1740,2017,1499,white,5,14
26,26,bea380b383b303aaa259967f7cc8f5c9d6ceac38,-13,business,20500.0,volvo,v60,diesel,110548,2015,1600,blue,5,27
27,27,4de269b93528d2a1e6f13daa25c1cbfe0c0dd648,-3,business,14000.0,peugeot,308-sw,diesel,158000,2014,1600,white,5,61
28,28,bb12b8eb8f38cedd289361157e656ed087c8ee62,-13,business,10950.0,renault,megane-sport-tourer,diesel,50000,2011,1500,golden,5,74
29,29,7464a8b46ed465b601e4112cf350b3c166771da7,-13,business,1990.0,opel,corsa,diesel,310000,1999,1500,white,5,79
30,30,379eaae88728617b032372f2d1081f6e100174f6,-13,business,10999.0,mini,cooper,diesel,147000,2009,1600,beige,4,38
31,31,f39b6dd219ca3b6ff0d7de9eab68b957b2b6094c,-11,business,9990.0,fiat,500c,diesel,99000,2011,1248,white,4,168
32,32,eca28aaf1e0a5b2a130844570046c4597e06716d,-11,business,5995.0,toyota,aygo,gaz,92000,2010,1000,blue,4,15
33,33,977deb76954250030846da2ff62ae9a4165bd99b,-11,private,12150.0,renault,megane-sport-tourer,diesel,91000,2010,1500,white,5,8
34,34,8504bcb11f343c7a82319ced298b4a0989b1c8ac,-14,business,12990.0,renault,megane-sport-tourer,diesel,120000,2012,1500,white,5,32
35,35,6008a0d267ed7a9717f876ffb4497ee0f20c4e09,-1,business,17350.0,vw,scirocco,diesel,149000,2009,2000,blue,4,17
36,36,53e13eab58482f63cb691a03fe34cb0812485c2b,-15,business,9900.0,alfa-romeo,mito,diesel,150000,2012,1300,red,5,40
37,37,e78dd6791264058e6327ffe728804733b30b1f33,-13,business,17550.0,volvo,v40,diesel,76000,2014,1560,blue,5,66
38,38,4343cb51a1a6594209414459c5528e22db4d0959,0,business,23500.0,jaguar,xf,diesel,130000,2010,3000,green,5,9
39,39,7a05a4b1e3d00b1121cb83adcb0530281278930a,-14,business,28900.0,nissan,qashqai,diesel,95,2018,1461,white,5,119
40,40,19b661849e054066fe2fb196a8657d704c7a24f1,-11,business,24250.0,bmw,320,diesel,158000,2014,1995,white,5,13
41,41,203b2ccd063b9ef6b739c93b8f2fff44d4e381a7,-11,business,24990.0,vw,golf,diesel,120000,2013,2000,white,5,190
42,42,a2fd795866bf8b1c2070120586d60e26e4d65ef9,-10,business,18900.0,peugeot,508-rxh,hibride-diesel,189777,2012,2000,white,5,26
43,43,f365c4d66d69643dc4ce98704f72edde2bad0481,-13,business,12750.0,citroen,ds3,diesel,141000,2011,1600,white,5,51
44,44,01373486451e11114d0dd983c3a99841e209ec3f,-11,private,18950.0,peugeot,2008,diesel,11900,2017,1565,white,5,164
45,45,d8b6639a2add850a9ffec5d51f0f3e4ce5a73a97,-13,business,21400.0,opel,insignia-sports-tourer,diesel,106000,2014,1956,white,5,52
46,46,fbaa207fcc8b4ff863d05bc5b86f9a6e187299c8,-13,business,2650.0,citroen,xsara,diesel,305000,2003,1400,blue,5,52
47,47,2d6403f5380dc77f355189b37ee228ce0e5b60df,-13,business,12500.0,citroen,c3,gaz,17000,2017,1199,white,5,10
48,48,c8daa9de82760352c7ef8eba93b542d498ea4ea3,-1,business,990.0,vw,passat-variant,diesel,446458,1994,1900,blue,5,188
49,49,38e3795203d13875d5ff46ac3b9782602d357a98,-11,business,13450.0,vw,passat-variant,diesel,187000,2013,1600,other,5,7
50,50,6701e53e7790f8c2f286fc63a7becc4227615c74,-13,private,1200.0,bmw,325,diesel,312436,1995,2500,blue,5,162
51,51,1ec5cec450bbb5f3753509f0f46c4e5396f1d6da,-13,business,33800.0,mercedes-benz,cla-220,diesel,71000,2013,2143,white,5,7
52,52,4ba4fa6f4877516e570570cfb2d20716eceb42c1,-11,business,17980.0,bmw,730,diesel,202398,2008,2993,other,5,42
53,53,8549ac0d905564e05cd7e517f524f444489344bd,-1,business,21290.0,peugeot,308-sw,diesel,20100,2017,1560,white,5,175
54,54,2ac984c6af4bbaec2615a8263b01a46ab357cbde,-1,business,47000.0,mercedes-benz,e-200,diesel,6680,2017,1950,blue,5,33
55,55,9da82443ada5d0bb384ad7eb3792340687474cca,-1,business,13500.0,vw,polo,gaz,54000,2016,1200,white,5,18
56,56,a0d6dd7daa5cea38bf96a2e9e4d5805d0112d805,-13,business,10950.0,renault,megane-sport-tourer,diesel,198000,2010,1500,white,5,98
57,57,c2842e3ac603160e2b6d452afafe09d4344317c3,-13,business,12990.0,peugeot,308-sw,diesel,163000,2014,1600,white,5,50
58,58,2dda8d257d77b15dbc5ebef949bce98fc81b5c4f,-1,business,14999.0,alfa-romeo,giulietta,diesel,99900,2014,1600,white,5,92
59,59,e2c01a960e49566768107c4eecca663a60c7dba4,-13,business,13990.0,citroen,ds3,diesel,124512,2015,1600,white,4,231
60,60,1345c2c9aa4779b6cd928aa8f70e7b5598756eeb,-11,business,33500.0,mercedes-benz,cls-250,diesel,48000,2011,2143,golden,4,118
61,61,0d4e02e0d4c53ff26bc73c1c5f979fe611f9c7b6,-13,business,2650.0,vw,lupo,gaz,110134,1999,999,blue,4,15
62,62,c529e732d05703a0d58c8af31242aac966425c85,-13,business,4750.0,smart,fortwo,diesel,107000,2009,799,white,2,71
63,63,47b5fb8df57475bfc535a976a3e777ff43ee363d,-11,business,12490.0,vw,eos,gaz,140000,2009,1400,blue,4,100
64,64,8060190036546977b3ad709e5d4db9c3fa2ef43d,-1,business,2990.0,renault,laguna-break,diesel,305955,2001,1900,green,5,133
65,65,16bbb778fc3c7b34355063cdb981daff61e88cbc,-15,business,4500.0,vw,sharan,diesel,223237,2000,1900,blue,7,25
66,66,02b48a58ec6d26242668a209f2f703af40c678d4,-3,business,16250.0,mini,cabrio,diesel,83542,2011,1600,brown,4,48
67,67,fedb06bcf766971dc96fcc570a1b883938113f88,-8,business,13850.0,renault,megane-sport-tourer,diesel,153000,2013,1500,white,5,33
68,68,e276618ba1fade155229800cb61895e7cf503e48,-11,private,3600.0,renault,clio,gaz,140000,2007,1200,white,5,19
69,69,ad474cf84c1a2b861b39873988e5533e645fd416,-11,business,19950.0,mini,one,diesel,12750,2017,1496,white,5,15
70,70,30df502ea3d2be57e8336e8dad843894bb406106,-10,business,43490.0,mercedes-benz,cla-200,diesel,20611,2017,2143,blue,5,14
71,71,82bba6d2b041de71af8163d7239130f3fff873d1,-13,business,22800.0,renault,megane,gaz,55500,2011,1998,blue,5,14
72,72,abbe9ace89fff9e586e8d8b0d815b941709d2953,-3,business,13700.0,volvo,v40,diesel,140820,2012,1600,white,5,7
73,73,d62d699aec9f5a11db1c10f32d9743d0147f9613,-11,business,12900.0,nissan,patrol,diesel,253000,1999,2800,blue,5,42
74,74,99b954a2b4e72d33c466205bd7938a6ddcf52e4b,-11,business,13290.0,renault,clio-sport-tourer,gaz,30156,2016,898,red,5,7
75,75,98f08d8522a45409689413e9a63f9a4c67430c0b,-11,business,8750.0,renault,twingo,diesel,84000,2012,1461,white,4,32
76,76,4aca5fe7ddd0ffd3ccf55676ea0cb4113180f7fa,-11,business,13990.0,bmw,520,diesel,224879,2008,1995,blue,5,78
77,77,11917699e3f659b54ec7aa54f9f647ff18562e3c,-13,business,5490.0,mercedes-benz,vito,diesel,289321,2002,2148,white,9,11
78,78,a53e3957fcfe57c557ce758e9876387c53716c41,-13,business,28000.0,mercedes-benz,c-220,diesel,54988,2014,2143,white,5,15
79,79,e51819cc67c3849ba6e4ee6e88dd530a73378668,-13,business,10950.0,bmw,525,diesel,289904,2005,2497,blue,5,125
80,80,bb973e5f7c3c9867c155e47a90ee06a6e6245128,-11,business,79000.0,mercedes-benz,c-43,gaz,7000,2017,2996,white,4,47
81,81,ba84aa86c0e8e635f358d82af8552ff1f70632e8,-15,business,8500.0,vw,carocha,gaz,10768,1957,1192,brown,5,40
82,82,a62bb6546ac4443096203ed4a0f01306391627a4,-11,private,8500.0,vw,golf-variant,diesel,215000,2010,1598,blue,5,55
83,83,cc3cc1ef41c0bc46e67d5997e04e147c1c97786d,-13,business,16990.0,renault,captur,gaz,10,2017,898,white,5,77
84,84,05b3d423c2db1c943278b1fcb332445d777dda3d,-13,business,17990.0,audi,a3-sportback,diesel,209027,2013,2000,white,5,235
85,85,0c976f92b3c53f204a0b7e17cd571b017631c56a,-15,business,10750.0,ford,fiesta,gaz,38889,2016,1000,white,5,31
86,86,d38906c30d98344262710bf340c99918567183e8,-11,business,15500.0,renault,laguna,diesel,108446,2013,1995,other,5,93
87,87,53b7d1b0ea03b4e97bfde986a4e620732b83aeed,-11,business,28200.0,bmw,518,diesel,47064,2015,1995,other,5,181
88,88,a4e1754800e16dde2e96f0baf75cc9124dee166b,-11,business,32750.0,bmw,520,diesel,149500,2015,1995,blue,5,170
89,89,e3ce4ebb30f2c084827336ff9a7f67f552829c2a,-15,business,11500.0,renault,megane,diesel,142000,2012,1461,blue,5,29
90,90,780e53db8024698fdae84ed9a602c2b1da50d97c,-13,business,10950.0,bmw,116,diesel,195000,2009,1995,white,5,62
91,91,a488d720c4b727414a159287ec5818dff05e14d4,-15,business,4750.0,vw,polo,diesel,241000,2007,1422,blue,5,8
92,92,ac8896b679725772ef8359d7564c9fc9dec8d7fb,-15,private,6999.0,toyota,iq,diesel,189000,2010,1400,white,4,47
93,93,431c88ee32e5b56f65dbdc19bff4d1f94f313624,-13,business,1450.0,renault,twingo,gaz,131000,1997,1200,red,5,60
94,94,a04adf399e9dd000e9798071a2aba1970dcdd3dd,-3,business,12850.0,audi,a1,gaz,82109,2010,1390,white,4,14
95,95,032749d3044117934e4b2591badbc00c17a9c95a,-11,business,43500.0,mercedes-benz,e-220,diesel,26500,2017,2000,white,5,148
96,96,87759f2defbb1e93764e5f56e663b7b269ef0336,-13,business,6900.0,toyota,aygo,gaz,94985,2007,998,blue,4,87
97,97,b9ba08eaee1351ecf42818662b9b336693ac94c0,-1,business,12990.0,renault,megane-coupe,diesel,97000,2011,1500,white,5,33
98,98,4dab38afed8eba293858f55f1e0b264cef2fd446,-14,business,7990.0,peugeot,207,gaz,84262,2008,1600,white,4,68
99,99,7d541367825b600e3cab84ab134b1c5b86baa928,-8,business,9990.0,vw,golf,diesel,213000,2008,2000,white,5,22
100,100,d7247b44ea536593c1ecf53a53be8687e853d89c,-11,business,9490.0,ford,fiesta,diesel,109853,2010,1560,white,5,19
101,101,3af7b899e1c3925b99d89f819a7dd4905c2173da,-13,business,10990.0,audi,a3,diesel,148523,2011,1598,blue,5,122
102,102,34adcb268600c697c80d20dbf21b15f76471d4c8,-1,business,14450.0,vw,scirocco,gaz,43225,2011,1390,white,4,13
103,103,d13610d7ab72d46e94bc3d2dda63653ae791e1d5,-11,business,9550.0,nissan,micra,gaz,18019,2017,1200,white,5,65
104,104,b226fa2b136e96eaa319f12ec9af87fb553fef01,-1,private,17750.0,vw,scirocco,diesel,93000,2009,2000,blue,4,33
105,105,ac719bacec2366afaf9bd6743c2f0c4d60ec0761,-11,business,3250.0,smart,forfour,gaz,200000,2004,1300,blue,5,112
106,106,a2b40966fb332af3aa9b6750be0a77309bfd34ba,-3,business,13999.0,bmw,118,diesel,97000,2008,2000,white,4,41
107,107,161f71b00f7f0b0ce1438d199fafb4eb88705302,-10,business,63850.0,mercedes-benz,glc-250,diesel,22979,2017,2143,white,5,7
108,108,60539a8f1555a7c8e9bc1bcfb3eaf232836bea9e,-13,business,10500.0,fiat,punto,gaz,980,2017,1200,white,5,57
109,109,ba8f321f5d652497ab053faad52579794f3ba298,-5,business,28500.0,toyota,c-hr,hibride-gaz,500,2018,1798,other,5,20
110,110,89e0ab477de7f9a4ce23de46981d9ab7a342f329,-1,private,3000.0,ford,focus-sw,diesel,229000,2000,1753,blue,5,67
111,111,661843894751970b2ee9e8edfce5d01c986ae99b,-13,business,11490.0,renault,scenic,diesel,34964,2010,1461,other,5,15
112,112,d2ef811aeaf8d9e5006d0f60b8b19c8949747f2c,-15,private,13500.0,porsche,boxster,gaz,132000,1997,2500,red,2,14
113,113,98b92611d83429da7d4457fa22bc5791119b11fe,-13,business,7400.0,vw,polo,diesel,216000,2010,1598,white,5,39
114,114,046cbdea6f876f6f22d11dbe094725190a001097,0,business,9950.0,seat,ibiza,gaz,22297,2016,999,other,5,47
115,115,e4dfb108f5c28e974b7c2d91dad12f7cdacd784f,-3,business,6999.0,mercedes-benz,c-220,diesel,320000,2001,2148,blue,5,21
116,116,d2b20100e0f2121a90edc5d5b5f2a4c32c29aa70,-1,business,6950.0,vw,passat-variant,diesel,314949,2002,1900,blue,5,36
117,117,ea82a38fd9fc1760807d3335380cde6f7397e2d6,-15,business,12990.0,opel,adam,gaz,10795,2017,1200,other,4,30
118,118,495e24f68c95797d027e38dc5c70d8e73def3428,-13,business,15900.0,volvo,v40,diesel,160000,2013,1560,white,5,159
119,119,d1dce740053bff3e08c4db59fe02252c4abd2731,-11,business,13999.0,opel,corsa,gaz,4600,2018,1000,blue,5,55
120,120,37253fa203a4615c1773ebdb8a2efea64918306a,-1,business,23900.0,audi,a5-cabrio,diesel,147521,2009,2000,white,4,136
121,121,58b7378549091e0bf37d8f943aa7813e86ca219f,-15,business,3999.0,smart,fortwo,diesel,77036,2005,800,white,2,15
122,122,aa1f3d7a939a0e372b3963aaa7e3d11d351f619c,-13,business,18390.0,renault,captur,diesel,23000,2017,1461,brown,5,105
123,123,4e842cbfc13126acd781a38f3d0421697772cf71,-11,business,8500.0,mercedes-benz,c-220,diesel,250000,2002,2200,blue,5,179
124,124,71fdf0d930c1c96185858d5e759dfbf24a6a616b,-11,business,5900.0,mercedes-benz,300,diesel,215000,1990,2996,green,5,28
125,125,fa9d7353a170d1db3848d58d246ecf5da64162ae,-15,business,6950.0,dacia,logan-mcv,diesel,173000,2008,1500,blue,7,185
126,126,3c116190535595745a728267db18fdca255e9ce3,-15,business,16250.0,citroen,c3-aircross,gaz,1100,2018,1199,white,5,40
127,127,4500ddb2208577c4946ab283ca78ca68117c16b0,-17,business,8500.0,mercedes-benz,ml-270,diesel,261000,2000,2700,blue,5,63
128,128,35069256c00f3d094c5bcc7f59422dfa70d9df9e,-11,business,12750.0,alfa-romeo,mito,diesel,89356,2012,1242,white,5,26
129,129,abcbe3581f791f91bf478c34535ee66ce6ad72fa,-11,business,11650.0,vw,passat-variant,diesel,175000,2010,1968,blue,5,167
130,130,c80fd49da783c6bb21f21ad55bd1ed2015c52ee5,-8,business,7500.0,peugeot,207,diesel,122200,2010,1400,white,5,17
131,131,10d4fc8d02c281e8cc0370a0c4bf22bc2ff0cc9b,-13,business,17900.0,citroen,c4-grand-picasso,diesel,156000,2016,1600,blue,7,62
132,132,bb87831761f7bbefd2fafdb82042626c3cdf6fc3,-11,business,11990.0,skoda,fabia,diesel,67000,2015,1400,white,5,62
133,133,d92db4a0bdd50a58c7b5b79c30b1f008d62bdaaf,-11,business,12500.0,smart,fortwo,electric,56300,2014,1,white,2,15
134,134,6ebf6ae5e2554c854d2690f6ebb2e64a6e23e2a0,-11,business,22650.0,vw,golf-variant,diesel,16588,2016,1598,other,5,31
135,135,1fa6c4d7afeb252fa1d3a0199a9e544090e2aeac,-11,business,43800.0,mercedes-benz,cls-250,diesel,122128,2014,2143,other,5,110
136,136,05e1555ae4586878d1bff2057f066d6a37f932bd,-11,business,6490.0,renault,megane-break,diesel,130000,2007,1461,blue,5,136
137,137,1ad4b09810afca39d0cf948251e130d561870900,-13,business,1450.0,renault,megane,diesel,261693,1996,1900,red,5,48
138,138,605d1e04256e2ebf1b7f67a00c2b52a75698daf6,-13,business,12750.0,mini,cooper,diesel,88518,2009,1560,blue,4,8
139,139,e04c34a4f50154d6504d0e1d190bde5eb791ca9e,-13,business,23990.0,peugeot,2008,diesel,1000,2018,1600,white,5,20
140,140,97e8e70c30053940a92d1b1568698013fdeb993f,-13,business,10900.0,audi,a3,diesel,158000,2009,1600,blue,5,11
141,141,8178062bdd8ac3edaf7114d0c5be87802648781e,-17,business,565.0,renault,clio,gaz,165908,1996,1200,blue,5,12
142,142,6cb882bb6c321c80f54d63c40fd53d2d38687522,-13,private,46000.0,jaguar,xk,gaz,125000,2006,4200,blue,4,21
143,143,ea3f1c225b03b949a9789beec61ede1c57a930d4,-11,business,11450.0,fiat,500c,gaz,42000,2012,875,white,4,31
144,144,887d1ebbdeb2bda27f2a93db8f4a367296106584,-13,business,7500.0,hyundai,h-1,diesel,138000,2005,2500,white,9,24
145,145,ddff1122f3c3792ff9873888982d7ea5c3979154,-15,business,18900.0,volvo,xc-60,diesel,218987,2010,2000,blue,5,116
146,146,4177606307a365204508fcc382f34c20fae20c39,-11,business,12800.0,peugeot,208,diesel,75150,2015,1600,blue,5,168
147,147,26035f059c82b25fae67d7972c7ce47be8e22463,-11,business,1999.0,mazda,2,gaz,220000,2004,1250,blue,5,20
148,148,fbfabe07bedbfbf6a5fff21206550a0fb78a3bb4,-11,business,3999.0,bmw,320,diesel,264000,1998,2000,red,5,24
149,149,d08ccf6f241c8fa8abdb6fd0802d02005b692867,-10,business,7950.0,citroen,c1,gaz,114000,2011,998,red,4,30
150,150,f51292b5811557308d05769e7f31ca4dd6fc33be,-11,business,1990.0,renault,laguna,gaz,175000,2004,1800,blue,5,19
151,151,77e3cb604caede8ecd2eed37195503c241ca1d12,-10,business,19300.0,audi,a5,diesel,256000,2008,2967,white,4,50
152,152,a1624fac6b2451bb036519c18dfc2def0e45c47c,-8,business,12990.0,renault,clio,diesel,133007,2013,1500,red,5,54
153,153,11cf7345139ef619635703b7028c11b3e03a07bb,-11,private,15000.0,bmw,335,gaz,220000,2007,3000,blue,4,8
154,154,c16c3f47b9b6cfda2c497bfdc130738c10f13294,-6,business,21950.0,citroen,ds5,hibride-diesel,57000,2013,2000,white,5,33
155,155,bc7e41a5a0bba8ed51dcf9fff1affe5bcd5dabf6,-8,private,8500.0,renault,trafic,diesel,125000,2008,2000,white,9,76
156,156,89f44a18df893dca8ac06ae8f295f3c3f5cc10c1,-11,business,12900.0,mitsubishi,l200,diesel,121700,2010,2500,white,5,92
157,157,1dcf94f85967ea83dc48512c0240bfc913443b42,-11,private,5999.0,mini,1000,gaz,18260,1988,1000,yellow,4,28
158,158,092c0baeb9638121ac9cfe8e774235c836aaae1f,-11,business,19600.0,renault,captur,diesel,17000,2017,1461,red,5,69
159,159,8d5d0a91b06115d4331e0e01793377d143d73c3a,-13,business,6650.0,honda,crx,gaz,5000,1992,1600,white,2,26
160,160,871d8ac2f8db12e77f2c42c208f572800f425437,0,business,16240.0,citroen,c3,gaz,5164,2017,1199,blue,5,150
161,161,487a2b2313e99c9c3a2fd19b17803c08afcc9763,-13,business,8990.0,smart,fortwo,gaz,26567,2015,999,white,2,35
162,162,12a62a41d7004bb86c572108ce5cab03d8aa4f54,-6,business,9500.0,smart,fortwo,gaz,9500,2016,1000,white,2,64
163,163,9dd254190a1069434960b7fc444d86acbcdcad84,-13,business,1950.0,opel,astra,gaz,136000,1999,1400,blue,5,10
164,164,454f52cdb667abd11285e9362c4867a6f2b146f9,-1,business,8350.0,renault,trafic,diesel,270000,2005,1900,white,6,15
165,165,f620da86adf2dbe3971b6d5c827cbf6685603c83,0,business,59900.0,mercedes-benz,v-250,diesel,5000,2018,2143,blue,7,87
166,166,29fe5098a05cb4ba72f6f2e3c7173b51090f55fb,-11,business,21800.0,peugeot,508-rxh,hibride-diesel,129800,2014,2000,white,5,213
167,167,a59595a1511d5b827ec11bf111ed784480fe16d0,-1,private,11900.0,fiat,500,gaz,19800,2017,1200,blue,4,73
168,168,c606df5b7839f5907eef4e2f2b930de80a7c6b34,-10,business,10990.0,nissan,micra,gaz,47725,2016,1200,blue,5,71
169,169,c9ccf71b77bf3f145b10d7e5f54956a977c5783d,-15,business,4950.0,seat,ibiza,gaz,111000,2005,1200,blue,5,70
170,170,0a397ce598f6baacd15307853cd79f54623925c1,-11,private,20000.0,mercedes-benz,c-250,diesel,105000,2010,2200,white,5,55
171,171,b444a243d7b56a29d5770940531dae522acc0ba2,-16,business,15500.0,honda,civic,gaz,160000,2002,2000,blue,5,65
172,172,43b80bc3fa62b6e54744f30d4664a347ead78470,-15,business,4350.0,opel,corsa,gaz,86785,2005,1229,green,5,143
173,173,b174c94c21700dfb28f3707e4e5f997b1ec08ede,-1,business,13996.0,peugeot,308-sw,diesel,122062,2014,1600,blue,5,46
174,174,2dd4d3fb1154b50d4c8d7e89178053da74940ce1,-15,business,15900.0,mini,cooper,diesel,81000,2014,1600,white,5,12
175,175,9fdf54dfdf1c6dd3b8b6cab20498b7a101960678,-11,private,11550.0,renault,captur,gaz,63000,2014,900,orange,5,21
176,176,716b9d82684fb1e886a9dd7ab1cc0cf1f5e9891e,-10,business,18990.0,ford,focus,diesel,63764,2016,1499,white,5,23
177,177,40e4f9a813d98b16889522fbb884fa4a04c9409e,-1,business,22299.0,volvo,v40-cross-country,diesel,64522,2016,1600,white,5,17
178,178,e193d4df8e23864aed49c60cb25e94ee3c3b7ad5,-16,business,29700.0,volvo,v40-cross-country,diesel,1000,2017,1969,beige,5,19
179,179,5ec072a32ac66040c91ac6c85c4e87a32954f031,-13,private,14900.0,bmw,318,diesel,134000,2010,1995,blue,5,215
180,180,d95c36307e506955ba38255c6c020d5a6da5b811,-17,business,12500.0,vw,golf,diesel,114142,2010,1600,blue,5,112
181,181,44b482c3a55a8716634d3b15f3b6d6a738b1787b,-13,business,55750.0,bmw,640,diesel,146000,2012,3000,red,4,65
182,182,d016ccc912a5743804b81ff903e44449105b0433,-11,business,12750.0,renault,clio,gaz,23000,2017,898,white,5,15
183,183,421d91206daf6b459894afd97c82b19a867c5deb,0,business,11800.0,kia,rio,gaz,35909,2016,1248,white,5,27
184,184,6ef349accd411d0a34be54ac9d7916dda376273f,-15,business,14900.0,opel,insignia-sports-tourer,diesel,190000,2012,2000,white,5,31
185,185,2d13104c11d077af7e44018d907e28f49ea16e7c,-13,business,14850.0,renault,megane-coupe,diesel,119000,2012,1500,other,5,23
186,186,d760e2463a1ce919484eff25f28cbfcbf7cf132c,-10,business,23300.0,mini,paceman,diesel,157722,2013,1995,red,4,28
187,187,e4ce81b92ae9d191a91f6a91816d10b236afdf8d,-13,business,14000.0,bmw,118,diesel,133000,2008,1995,white,5,18
188,188,01d48d96ffe52c99e48acbe036e04ec896bdf144,-11,business,3950.0,renault,laguna-break,diesel,191078,2002,1895,blue,5,7
189,189,aa8f03cd33e1539ae69f02c0dd5d9b27997e30fb,-15,business,9250.0,ford,fiesta,gaz,57855,2014,998,white,5,76
190,190,99c8201223281b9c7e75cd631b72fce66f392814,-6,private,3400.0,mercedes-benz,250,diesel,328000,1987,2500,blue,5,51
191,191,01da4eb45baadd5fad90546729f8addde3df71bb,-1,business,31490.0,mercedes-benz,c-220,diesel,153000,2014,2200,white,5,19
192,192,6658d021b53999200c5c6a1a810194fb568b3b4d,-3,business,62900.0,bmw,m2,gaz,37074,2017,2979,blue,4,277
193,193,e3d379f8e55a88050be61a184f391752a178d802,-11,business,17990.0,seat,ibiza,gaz,2961,2017,1000,white,5,12
194,194,3df4799b0f3814f3861662a3364ccdd027416b3a,-15,business,5200.0,nissan,micra,gaz,146000,2005,1198,white,5,117
195,195,c534a5ac296e27f44021396ec1578c1e0a3e08bf,-1,business,15500.0,seat,leon,diesel,86000,2016,1598,white,5,90
196,196,7138ff57af6f6030382c78bf6640b9125354ed70,-10,business,16300.0,mini,cooper,diesel,80700,2012,1598,other,4,14
197,197,0827afa6425c800dea348881d1deb1065929bde5,-13,business,15000.0,peugeot,2008,diesel,59000,2015,1600,white,5,34
198,198,7c78bf3eb1e46e1eef91488709cf09536199b75f,-11,business,5950.0,smart,fortwo,gaz,50000,2010,999,white,2,13
199,199,dc81ad83ebe6ad1563524ba38a996158c04da128,-3,business,14200.0,peugeot,308-sw,diesel,123000,2015,1560,other,5,39
200,200,11a765c0290145fcfccc946472a85c1636838d1c,-11,business,1399.0,fiat,punto,gaz,145000,1999,1200,blue,5,11
201,201,451dde174db965fd866bbdf508745e7d1231b921,-11,business,17900.0,citroen,c4-grand-picasso,diesel,129000,2014,1560,white,7,7
202,202,3490c2c448b7b5be8d85a847e6e1ddf9eb20177c,-11,private,7700.0,audi,a3,gaz,84000,2006,1598,blue,5,26
