,Unnamed: 0,ID,region_id,private,price,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
16131,16131,ac0f3fc4b1d251c674eed5773234fbf0bea9266b,0,business,13950.0,renault,trafic,diesel,12.339759651046382,2012,2000,white,9,9
16132,16132,17146db231f9537d8fcaa0bb4a08be651d915caf,13,business,1080.0,fiat,punto,gaz,11.898187865760873,1999,1242,white,5,18
16133,16133,9ab5e0bd17a5542fa3754504073544867702f7d6,0,business,13200.0,bmw,530,diesel,12.612803618759571,2005,2993,blue,5,43
16134,16134,5370900b42a15f77ceda334424973603239fd156,11,business,21300.0,bmw,318,diesel,11.590608467651613,2014,1995,other,5,36
16135,16135,1420e3f10f0e59119663953b8ba715f82fbff556,11,business,18100.0,renault,captur,gaz,8.265907334155747,2018,898,white,5,23
16136,16136,898877863d5e525f1d5a1f629358bed0faad9fcc,1,business,9900.0,opel,corsa,gaz,10.505122332589966,2015,1200,blue,5,30
16137,16137,e62f38344c977badf67691e03250b8e63787ec9f,0,business,21800.0,vw,passat-variant,diesel,11.28640120549654,2014,1968,other,5,100
16138,16138,e57726f48b8f4217f87ab910039ec6b5feeee1f3,11,business,13600.0,renault,megane,diesel,11.768636878992234,2013,1461,other,5,9
16139,16139,ee10da5a24fdbbbc10e2676f319d55edc9ea77b5,5,business,27000.0,seat,leon,diesel,10.462303020300782,2016,1598,brown,5,7
16140,16140,30df3aedfbd7c45701d9f72d0af1a3c746f1b475,1,business,3900.0,smart,fortwo,diesel,12.106252310247962,2003,800,blue,2,28
16141,16141,f3793fc67159311c762fb6be9be50319bb4db052,11,business,9900.0,opel,corsa,diesel,11.49272275765271,2012,1300,brown,5,115
16142,16142,c483a2d68bb798afcfa8cf8680b3b53d9e3104f6,11,business,13950.0,nissan,micra,gaz,9.532423871145296,2018,900,white,5,36
16143,16143,04b879a177d94c4cdb5ac79aca970d30afa67de3,13,business,13490.0,opel,corsa,gaz,1.791759469228055,2018,999,white,5,89
16144,16144,92055ab5f81d2a6b61825716f13d4792e4758086,13,business,33989.0,mercedes-benz,c-250,diesel,11.970350312009105,2016,2200,white,5,70
16145,16145,ea449c856bbf0301c91b5449242c8350983cd9ef,11,private,1200.0,rover,416,gaz,12.170445467887022,1997,1600,white,5,20
16146,16146,c3d3332afe290efb287501c139e638ee86f4c8b8,3,business,16960.0,citroen,c3,diesel,9.803888187313373,2018,1560,white,5,84
16147,16147,073de7d3405fe4b4ea8170fd3cea06f60d3dc628,14,business,5000.0,smart,fortwo,gaz,11.223241389847775,2010,999,red,2,106
16148,16148,333bbdc20b8a89fd5317a52c934617dfb8185d58,13,business,25500.0,mini,clubman,diesel,10.534759329377986,2016,1496,white,5,80
16149,16149,47c02933b08854fe8a323a285665c3d7f8df33f8,13,business,17450.0,peugeot,508-sw,diesel,11.266641221214377,2014,1560,white,5,8
