,Unnamed: 0,ID,region_id,private_business,price,make,model,fuel_type,mileage,reg_year,eng_capacity,color,capacity,dayslive
20888,20888,813ef81db0fa2910cf3d38ed1375e186ac112fad,13,business,22100.0,mercedes-benz,mercedes-benz-a-180,diesel,51467,2015,1461,other,,7
20889,20889,ad2d493344fcf9aac5d3fa929ab8d34625986360,11,business,16200.0,renault,renault-clio,diesel,17013,2018,1461,blue,,24
20890,20890,cbefcd3bb888e74ddc736c20a874a21d350f920d,10,business,18950.0,alfa-romeo,alfa-romeo-giulietta,diesel,44688,2016,1598,white,,35
20891,20891,90aa410d5fc1263f78d95ca51670cbc772ad8c06,13,business,12750.0,opel,opel-adam,gaz,10000,2017,1229,red,4.0,25
20892,20892,5178d338257013530c65ccaec18303a9fce98727,13,business,11650.0,ford,ford-fiesta,diesel,171000,2009,1600,blue,,54
20893,20893,833c362b39085ff233325d38b1e9fcb1c193129a,13,business,1.0,ford,ford-focus,diesel,1,2010,1600,white,,16
20894,20894,f1c139d445e8c3f8f1883afbe3b4cbea4d8e4026,11,business,6950.0,audi,audi-a4-avant,diesel,187000,2003,1900,other,,8
20895,20895,cb894a6830f28d4e176e92222f86c0900ec01741,13,business,19999.0,peugeot,peugeot-508-rxh,hibride-diesel,179000,2013,2000,white,,44
20896,20896,0b276946b5aebb5037e92b2eccb0cf05bcee2e3d,13,business,2550.0,renault,renault-clio,diesel,182000,2005,1500,white,2.0,118
20897,20897,61f2f155ba89fc17ffb7786cb70df012a8da39cd,11,business,5450.0,skoda,skoda-octavia-break,diesel,266000,2005,1896,white,,109
20898,20898,5b0535859ed6116046bc6250bd17f95386c15d07,13,private,17900.0,mercedes-benz,mercedes-benz-cl-500,gaz,117000,2000,5000,blue,4.0,22
20899,20899,082126e3788665dce5645435d7b607cd46107f3c,1,business,9999.0,renault,renault-megane,diesel,83597,2010,1500,white,,28
20900,20900,fcf4900f7f7db08249f0d61d432197896a8b17f2,0,business,17900.0,seat,seat-leon-st,diesel,86904,2016,1598,white,,140
20901,20901,d37046eae1b3e1d27da2ce88c187e2416a2b1b77,13,private,14999.0,bmw,bmw-118,diesel,120000,2009,1998,white,4.0,96
20902,20902,614b9cf05588b21cbadb0aa5b3158a89aa24e69f,11,business,16000.0,nissan,nissan-pulsar,diesel,36650,2015,1461,golden,,83
20903,20903,3cff0e6c66ed1c7b7921a0d9cc75160a9806d254,11,business,16850.0,renault,renault-clio-sport-tourer,diesel,44929,2016,1461,red,,33
20904,20904,585225a9848a2a9573346065812e9800015adbc2,13,business,25900.0,renault,renault-talisman-sport-tourer,diesel,53000,2016,1600,white,,11
20905,20905,01a2804338acf70daec79679d41247e3d8edd2be,11,business,14990.0,peugeot,peugeot-308,diesel,145000,2014,1600,white,,41
20906,20906,64e097b57f800828f9248673ace756570cd2bc28,11,business,18700.0,mercedes-benz,mercedes-benz-a-180,diesel,118663,2014,1461,other,,7
20907,20907,6c2b5df82b253dabc9f70fd4a50b0ccf36ae1465,0,business,16000.0,vw,vw-golf-variant,diesel,87149,2014,1598,other,,28
20908,20908,bf554e5505131ab8b928b4a1e914104265e9f390,0,business,11900.0,nissan,nissan-juke,diesel,177000,2011,1500,white,,108
20909,20909,b65ae084868785e1ac8c5c1dd79ed9928cccb76b,11,private,10499.0,vw,vw-golf-variant,diesel,154000,2008,1900,blue,,54
20910,20910,dbddde4ec830e23b1a3c3e2eb9f5abbd4612ed76,13,business,34000.0,land-rover,land-rover-evoque,diesel,15000,2014,2179,blue,,9
20911,20911,9eb097aa6742cc28cd7554d4099f67eeef87a2d5,11,business,13800.0,renault,renault-megane-sport-tourer,diesel,166000,2013,1500,brown,,44
20912,20912,fa2caaedc38281c8d8c9902095690180d76489d2,11,business,1100.0,ford,ford-fiesta,gaz,66614,1997,1200,green,,35
20913,20913,bc37a1e94cb1f447d9cf4cc15f1c85c670237c5f,13,business,9500.0,vw,vw-polo,diesel,108000,2012,1199,white,,71
20914,20914,0671365049516e2659700dac50c415b6975fb090,15,business,27450.0,vw,vw-golf,diesel,91000,2015,2000,white,,51
20915,20915,f4cfe39ca2e5ca4a135611171ab05b5def8bacf7,11,business,8000.0,mercedes-benz,mercedes-benz-s-320,diesel,320000,1999,3222,blue,,14
20916,20916,5411d93708918b166a8c60fd4a71db7935c76431,11,business,14400.0,renault,renault-captur,diesel,19861,2014,1461,other,,8
20917,20917,633c31505b35f27fec9c0b35a56b3685666d1a55,6,business,42500.0,mitsubishi,mitsubishi-lancer,gaz,164112,2008,2000,white,,139
20918,20918,636c7950a6a5fdc74d124774eaedbc40812d5d6b,15,business,8750.0,vw,vw-touareg,diesel,256000,2004,2500,green,,155
20919,20919,5d4fa603bf2ba18766615f56818049de65215ed6,3,business,32000.0,bmw,bmw-520,diesel,70000,2015,2000,blue,,111
20920,20920,f73641d5d3572063280765891ea5e55ea0acdd85,13,business,10950.0,suzuki,suzuki-swift,diesel,130764,2012,1300,white,,54
20921,20921,e9cb688a9647f53a06e9ca2a0b488f5cabdbc426,3,business,2500.0,mercedes-benz,mercedes-benz-c-200,diesel,380000,1994,2000,other,,20
20922,20922,83fe0169fb883e3b876161704b6f5aedf1076795,11,business,11950.0,vw,vw-golf-variant,diesel,189000,2014,1600,blue,,8
20923,20923,33af982443be61e58fb4e53868616681bd59abc4,13,business,8500.0,mercedes-benz,mercedes-benz-c-270,diesel,227000,2001,2700,green,,9
20924,20924,4b60cdeaeff9f0fb6f6a53d71edb38a98e2bdc72,11,business,27000.0,ds,ds-ds5,diesel,94329,2016,1997,other,,37
20925,20925,3f607b8fc3267b6d5d918696b07a0d77d4269811,13,business,1999.0,volvo,volvo-s70,gaz,330000,1997,2000,green,,20
20926,20926,819b3492096b9095a7c2eb03dd30986e5f90051a,3,business,22000.0,volvo,volvo-v60,diesel,150000,2013,2400,white,4.0,9
20927,20927,458467e6ef7a8a47c75f5cf826beeb14a5e6328a,3,business,5750.0,mercedes-benz,mercedes-benz-vito,diesel,170000,2002,2200,white,6.0,25
20928,20928,be91c13861b2d8a5d3739f18bc2cd3fa272c2cff,13,business,10990.0,vw,vw-sharan,diesel,209000,2005,1900,blue,7.0,31
20929,20929,2d025703d42d9a5776aea5c7d6ca9d0fe5defddb,11,business,29000.0,mercedes-benz,mercedes-benz-e-250,diesel,127304,2014,2143,other,,14
20930,20930,a1271ae8c57dacfae0067a19f1d5020c2dbf30bf,13,business,13000.0,renault,renault-zoe,electric,26000,2013,400,white,,9
20931,20931,d3ef95d9ffa1e7e52946d8f6164398aa2bff91c8,11,business,5900.0,bmw,bmw-320,diesel,383811,2002,2000,blue,,15
20932,20932,f02180b6ad29ce74c75172d57bcaf199c3ae4b5c,13,business,25000.0,vw,vw-carocha,gaz,42000,1959,1200,blue,4.0,37
20933,20933,7a390fe33406684645ab08127c14e739f167314b,11,business,3750.0,renault,renault-kangoo,diesel,146000,1999,1870,white,,17
20934,20934,4301c3d94c7fe955761c6d6b873ba3d77545f2ea,10,business,17750.0,alfa-romeo,alfa-romeo-giulietta,diesel,62588,2016,1598,white,,11
20935,20935,8b5af883f3f5ed86fabd58c30054ed53af7a76a6,11,business,24950.0,nissan,nissan-qashqai,diesel,10133,2018,1461,white,,28
20936,20936,536ec8eb5041dbd177e27dc4863a6e07ded3cd73,11,private,23000.0,bmw,bmw-118,diesel,26000,2016,1995,blue,,9
20937,20937,62d9618fb1c146c9a3e55c172fe23f53d851cf5c,15,business,13590.0,renault,renault-clio,gaz,22279,2018,898,red,,14
20938,20938,31d5ce6e5347155659adec82369f2e3cfeac728a,1,business,23900.0,bmw,bmw-320,diesel,136500,2013,2000,white,,159
20939,20939,ead43cacb49d5f3b5e5b630b325dc4cc0c7dc074,13,private,37850.0,mercedes-benz,mercedes-benz-gla-200,diesel,21500,2017,2143,white,,200
20940,20940,6ef974bf6dc43b8c0d4dc98ac290a34a1efc2991,11,business,3950.0,vw,vw-passat-variant,diesel,400000,2001,1897,golden,,53
20941,20941,fa4ba67af0e520cfda0f3aa7cf643a24a465adaf,10,business,87500.0,ferrari,ferrari-360,gaz,30000,2001,3600,red,2.0,100
20942,20942,43752c389bf28ec0048d4e7e2c23e099836b1f1c,11,business,12900.0,audi,audi-a6,diesel,230000,2006,2000,white,,46
20943,20943,acc7739cccfffc99192ed583c1131d51e8ce1a23,11,business,9650.0,opel,opel-adam,gaz,19998,2014,1229,other,4.0,15
20944,20944,b85bb96f37a0deaf9e2bd7942b63bddd453dc70f,11,business,16900.0,citroen,citroen-c4-picasso,diesel,90000,2014,1600,brown,,25
20945,20945,2fdd80b911175e2ede33f280744b414202b2c8c6,13,business,4250.0,smart,smart-fortwo,diesel,148000,2005,800,blue,2.0,220
20946,20946,aaf047e3effcd7395ad1bdfc79fe8dd3e9c98ec9,11,business,10990.0,renault,renault-mégane-grand-coupe,diesel,173450,2014,1451,white,,82
20947,20947,6a62af8d488372d930c3fcb5fa32e9ead5419b51,11,business,14300.0,opel,opel-insignia,diesel,99266,2013,1956,other,,37
20948,20948,b7f11df8bd9123ff07d6e0e9c5c1eac00d1af9e1,0,business,22900.0,audi,audi-a3-limousine,diesel,15783,2016,1598,white,,39
20949,20949,2b2cd42987de456adab6c0f4306164b8936f4b91,11,business,10990.0,seat,seat-ibiza,gaz,20600,2017,999,white,,183
20950,20950,6f190c09777a0acf72fea0ae2dc5aa25eb51f1a0,1,business,9750.0,mercedes-benz,mercedes-benz-clk-200,gaz,185000,2004,1796,blue,4.0,47
20951,20951,6a4c10386cf66a7eed00dd0c0c7cf848a1167dfa,11,private,19950.0,renault,renault-zoe,electric,26598,2017,1,white,,13
20952,20952,f54ba6575c37b925dae74420742a100d778cd36d,11,business,21300.0,renault,renault-megane,diesel,72994,2017,1461,other,,7
20953,20953,afdd6a045382049cf8328b03c00fa9c39570e7cd,11,business,550.0,opel,opel-corsa,diesel,300000,1996,1500,red,,16
20954,20954,f1b338c570a58931b6c6149ced4cc3418e0d4755,17,business,19990.0,bmw,bmw-320,diesel,129200,2010,1995,white,,44
20955,20955,57ec2fc93536f2d7c0def0c1aa57179982353e35,11,business,14600.0,peugeot,peugeot-208,diesel,118049,2016,1560,other,,10
20956,20956,15bbeb81a2f2b112607f568a330a41d60829e4f4,11,business,1765.0,peugeot,peugeot-307,gaz,180000,2002,1600,other,,31
20957,20957,bb80b70f2ef29107438337b8fbc10dcf88e49aa4,11,business,39900.0,audi,audi-q7,diesel,106000,2013,3000,other,7.0,91
20958,20958,ea27e1eefa9adf9a9ad20ee3eaf3f5a9c3f11b41,10,business,13000.0,mercedes-benz,mercedes-benz-c-220,diesel,164000,2005,2143,blue,,7
20959,20959,fbf2e2d563daa02c4c21837454fc19f769482934,11,business,30700.0,mercedes-benz,mercedes-benz-e-300,diesel,141400,2014,2143,other,,14
20960,20960,0d6588686d934bca2892ecb216448982eedf1ca7,11,business,850.0,peugeot,peugeot-106,gaz,221658,1998,1100,red,,70
20961,20961,e3c481e89b34e49f1756fc12d9bab0c9f4f45784,1,business,21999.0,opel,opel-zafira,diesel,37491,2017,1600,white,7.0,50
20962,20962,acd52d94eaed79776ff013a5aebdfa71373a34cb,15,business,3650.0,ford,ford-fiesta,gaz,130000,2005,1250,blue,,30
20963,20963,5414e9bff1c7831088d14200c13fa7f05bdc112f,3,private,6490.0,volvo,volvo-v50,diesel,243000,2007,1600,blue,,85
20964,20964,6dcf698ef3299097cb574e6367e5a98d69c2a853,11,business,21500.0,mini,mini-one,diesel,10550,2017,1496,other,4.0,14
20965,20965,0d1ca73d5c8241bc41ac8777609e45cc3588f7e3,11,business,5990.0,chevrolet,chevrolet-spark,gaz,68414,2011,1000,white,,25
20966,20966,c9df39f42a896741936d4ad5ef4e4d7b0ad10de0,0,business,20900.0,peugeot,peugeot-508-sw,diesel,61832,2016,1560,white,,28
20967,20967,eff00b3b3ecc48c8bd8de6aa5b199ac030fb0a0e,11,business,3900.0,opel,opel-vectra,diesel,206000,2003,220,blue,,28
20968,20968,7f1f28d785544a41c59a16f8fcd3058bdb78f500,11,business,33900.0,bmw,bmw-420,diesel,153000,2016,1995,white,,87
20969,20969,8d3f4ef63493ac065ea8ce0f2c8ed42f60651010,1,business,27500.0,peugeot,peugeot-3008,diesel,6890,2017,1560,green,,53
20970,20970,d6f922a4ba95e5e7bfa7c1b427cf6067fdf148af,3,business,16990.0,citroen,citroen-c3,diesel,20148,2018,1560,white,,55
20971,20971,7670d9620680fa9702932ab238fa0f97f5b9245b,10,private,22000.0,audi,audi-q7,diesel,280000,2007,3000,blue,7.0,9
20972,20972,6aee018b56ca5668c48ca57fc3145c3c3ca04593,11,private,6200.0,audi,audi-a3,diesel,264000,2003,2000,brown,,12
20973,20973,1a3125d358d4980ff33fd039ee397a78c2de565f,13,business,12999.0,seat,seat-toledo,diesel,80000,2014,1600,other,,105
20974,20974,69f5575f60c759b82c0fa25897f29129d007302d,13,business,27880.0,bmw,bmw-320,diesel,100000,2013,2000,white,,16
20975,20975,6271ca746cea47c0eb778699636be3ef62fa0c51,10,business,27990.0,bmw,bmw-116,diesel,18000,2018,1496,white,,74
20976,20976,86bc4d0f38583c7bcc7d249527a19c586407ebee,11,business,18200.0,vw,vw-golf-variant,diesel,34379,2016,1598,other,,22
20977,20977,cb434ca35ed2b7c826b79d0186c3b211b8c48d13,1,business,58000.0,porsche,porsche-panamera,gaz,126000,2010,4806,white,,79
20978,20978,4e0281cdeb6177155f10126359e0b39d8cc7032e,11,business,15750.0,kia,kia-sportage,diesel,164000,2012,1600,white,,39
20979,20979,41a05ec5f78f7250d392872e80b486d99c131d68,1,business,30990.0,mercedes-benz,mercedes-benz-cla-180,diesel,27127,2017,1461,white,4.0,43
20980,20980,0d1f78268385dd5dcccb47d0c1c69b6d013cdf30,11,business,1400.0,citroen,citroen-saxo,gaz,144322,2003,1100,blue,,41
20981,20981,68c8c9c7f31ce549e50157bd901b6ef14f490dfa,13,business,178900.0,bentley,bentley-continental,gaz,12539,2015,3993,white,,53
20982,20982,ce88dab88be45407aa55a16b6e222eb58c327faa,11,business,12800.0,opel,opel-astra-sports-tourer,diesel,112634,2014,1248,other,,21
20983,20983,ed44912aabe1378daebf66aa7fb65836bbb6087d,11,business,18900.0,peugeot,peugeot-5008,diesel,135000,2016,1598,beige,7.0,24
20984,20984,bff975d3ef8abd95099a401ca0e83e08fd0b2aaa,17,business,12650.0,peugeot,peugeot-308-sw,diesel,151000,2015,1600,white,,39
20985,20985,ba5dd1ffefda5c7bcf9b7ab139f7bfeeb893e1ba,10,business,17900.0,bmw,bmw-116,diesel,73219,2014,1496,white,,19
20986,20986,672c8716d938d54789b733324d4bdae1b7c867ac,11,business,18350.0,audi,audi-a3-sportback,diesel,49000,2015,1598,white,,42
20987,20987,c3934c822af900331ca2181470a3a4524e897e04,11,business,12500.0,fiat,fiat-500,gaz,15000,2017,1242,brown,4.0,38
20988,20988,34a091c41450d80f8a73d39364843fc78527bd6c,11,business,15100.0,seat,seat-leon-st,diesel,54920,2015,1598,other,,21
20989,20989,570f0ec89993d59c277912d6e32d169ee31ebeb0,0,business,19000.0,renault,renault-megane,diesel,49882,2017,1461,other,,46
20990,20990,188829fc3d10edf721b7298bf1d16fa85815cd39,13,business,12800.0,renault,renault-clio,diesel,95821,2014,1461,other,,17
20991,20991,5db1712426f17538e8eedef13620c4bd714d8020,11,business,13290.0,hyundai,hyundai-i20,gaz,26869,2017,1248,white,,24
20992,20992,cacbe19566b1cabdf74a8ded0d33dea584fce1db,15,business,12990.0,fiat,fiat-500,gaz,25000,2017,1200,blue,4.0,46
20993,20993,a298109b222593e7e9a66dceaa877e66a2bc98c7,11,private,6800.0,toyota,toyota-iq,gaz,47656,2009,1000,white,4.0,31
20994,20994,f019549d4b67d10398ff9426b005bbcf653ac0af,11,business,28300.0,bmw,bmw-520,diesel,75657,2014,1995,other,,13
20995,20995,2e9959e6fa08673ae1c8dc87d0dc42155dbdcab0,11,business,5750.0,volvo,volvo-c70,gaz,170000,2000,2000,blue,4.0,7
20996,20996,5d7af9664dbf3632c8b4bd5bf374062f7aca776b,15,business,21490.0,peugeot,peugeot-308-sw,diesel,17867,2018,1499,white,,9
20997,20997,facf374822590dc8901b80adc1b588cde9a07d80,11,private,14000.0,volvo,volvo-xc-90,diesel,153000,2006,2400,blue,7.0,8
20998,20998,c88fe10cb965dd464616b9753d48364275f7fac9,15,business,15990.0,vw,vw-polo,gaz,2645,2018,999,red,,39
20999,20999,34fcced6c8427715db5ff8d35734bb6866164631,11,business,22500.0,peugeot,peugeot-308-sw,gaz,4000,2018,1199,blue,,78
21000,21000,d13e936db119889b3d77abe6fe336eb140fdcfa2,13,business,6250.0,smart,smart-fortwo,diesel,100000,2008,799,yellow,2.0,14
21001,21001,51d77540dbfaf6cadcb82333d38fb1eb5830b89a,11,business,152500.0,porsche,porsche-panamera-sport-turismo,hibride-gaz,16625,2018,2984,white,,31
21002,21002,8ee1a151807921f319324e670c11f309a33b5de9,11,business,19800.0,peugeot,peugeot-308-sw,diesel,24134,2017,1560,other,,7
21003,21003,21d2e98fe380ec5b569c7cc757b26f011d7bef5b,11,business,19800.0,peugeot,peugeot-308-sw,diesel,25292,2017,1560,other,,7
21004,21004,57a82ec67025beefd65c3bcdcf7b5efc80955c14,13,business,16900.0,peugeot,peugeot-508-sw,diesel,113404,2015,1560,white,,82
21005,21005,177adca6a72e9199e785c5c0867d0d6e8801a6ab,15,business,18999.0,citroen,citroen-ds5,hibride-diesel,138356,2013,2000,white,,27
21006,21006,30c7498e2f609574dabb6c3d025490356373dce6,11,business,32900.0,jaguar,jaguar-xe,diesel,28000,2017,2000,white,,77
21007,21007,78e20e6779523e20b57542bc704ea29088a151f0,10,private,2250.0,peugeot,peugeot-206,gaz,170000,2002,1100,blue,,7
21008,21008,bd8556e69e92e7156f168531fc75809ca5f46961,11,business,19900.0,mini,mini-cooper,diesel,70000,2015,1500,blue,4.0,128
21009,21009,507efb26bddbc5537123554a0ab2d40fe08e4d68,13,business,18350.0,toyota,toyota-auris,diesel,20900,2017,1400,white,,39
21010,21010,486bf737c1c5df7180cf0933553bb0769101fc48,13,business,18950.0,volvo,volvo-v40,diesel,119540,2013,1600,white,,7
21011,21011,7207a789c1a2430f39dbbd24c64eef78733ce8b0,13,business,34700.0,nissan,nissan-x-trail,diesel,7680,2017,1598,green,,51
21012,21012,6cf6dae66432ce9d3c225d127756ab26317018bc,0,business,66500.0,bmw,bmw-640,diesel,51100,2014,2993,white,,28
21013,21013,1bf224b59f5cd64ab9a744675e5f44c6a8eee2e8,11,business,21000.0,vw,vw-passat-variant,diesel,95721,2015,1598,other,,8
21014,21014,1d907297f81ca20d681a11f8cabb842df31d1c5c,11,business,17200.0,bmw,bmw-116,diesel,111937,2014,1598,other,,20
21015,21015,5c84034c85fb199a01123ea05c0ec2ac4974ce47,3,business,4200.0,vw,vw-new-beetle,gaz,195432,2001,1600,blue,4.0,46
21016,21016,2be73178c9b0d8bec8c0b889acf81d7d280ef181,11,business,13490.0,opel,opel-corsa,gaz,8,2018,999,white,,120
21017,21017,e805c5a6d8903869ecb989a418417a7bb0688e6f,11,business,18100.0,audi,audi-a3,diesel,139491,2015,1598,other,,18
21018,21018,1b97dab37ad92d994f044059b7ebcdb3fa76b9d2,15,business,13900.0,audi,audi-a3-sportback,diesel,174000,2010,2000,green,,42
21019,21019,9c4ca04d77e7c7c06b25780a752071ca0b2f7870,1,business,16590.0,peugeot,peugeot-308,diesel,133910,2015,1560,white,,64
21020,21020,bbf231268824a73315d47434a0c096bb3220bfa5,15,business,24990.0,nissan,nissan-qashqai,diesel,12940,2018,1500,red,,80
21021,21021,2c58e913609a770e76fa56b25169187254f534c3,11,business,10950.0,citroen,citroen-c3,gaz,66185,2016,1199,other,,27
21022,21022,cf1e75843f69a98692f4858b00f3825230ba7d62,11,business,49500.0,volvo,volvo-v90,diesel,26477,2017,1969,other,,16
21023,21023,50b68e14b8b1e39bbf0600c998a76fccd0a7bbf8,13,business,14950.0,vw,vw-scirocco,diesel,229000,2009,2000,white,4.0,71
21024,21024,a5c51f61cda7fa7487cb4f0a9cebd004e65cc88f,11,business,27980.0,vw,vw-scirocco,diesel,11331,2017,1968,white,4.0,88
21025,21025,fce98c072cd08884ecddf82fe4869ab71772a953,0,business,20450.0,renault,renault-megane-sport-tourer,diesel,61989,2017,1461,white,,33
21026,21026,f7c81d27de6ec5249c242c37080d15ca9c20f609,3,business,9999.0,toyota,toyota-aygo,gaz,30000,2016,1000,white,,28
21027,21027,476b0dddf5b30b68a0f810d7648771809398b043,8,business,16900.0,volvo,volvo-v40,diesel,150,2013,16,blue,,57
21028,21028,bf56a23e60895704355aff3be24d2da1f379c00d,6,business,10300.0,renault,renault-megane-sport-tourer,diesel,171000,2012,1500,white,,84
21029,21029,c9a70d841936f59afb9794c3074b85d845a2198f,13,business,11750.0,peugeot,peugeot-208,gaz,35887,2017,1198,white,,50
21030,21030,93f0cdad497f01b104a7f7a0b520afdba23ae474,10,business,16900.0,peugeot,peugeot-3008,diesel,98000,2014,1600,white,,25
21031,21031,c9efe77ce91c1b431fe9f5f14a4c2bb518df179d,13,business,9990.0,fiat,fiat-500,gaz,54523,2016,1242,green,4.0,38
21032,21032,e41b5f0527ffad6b84e7600cf27c1e51e6e0afc4,3,business,5250.0,vw,vw-caddy,diesel,190000,2007,1896,white,2.0,7
21033,21033,29448723ce98d3648c9c23e6b224974602b4590d,8,business,51500.0,bmw,bmw-520,diesel,26254,2018,2000,white,,46
21034,21034,56ef52efed98afc222faa5deeccc71e77d84cd41,3,business,13990.0,peugeot,peugeot-208,diesel,40000,2017,1600,white,,166
21035,21035,aac6610311ae197b33a39e3466904aff914d8de6,11,business,2550.0,skoda,skoda-octavia,gaz,150000,2003,1390,blue,,20
21036,21036,755c275d32304d41d44a566683147252f7f527c1,11,business,19900.0,opel,opel-astra-sports-tourer,diesel,20000,2017,1600,white,,75
21037,21037,1de970da4663e3dbe41df68c65530d4fa00a0eab,11,business,4750.0,seat,seat-ibiza,diesel,217000,2002,1900,blue,,22
21038,21038,a106be2fcfe64aff188dd2cced490afd17921b1f,13,business,20990.0,audi,audi-a3-sportback,diesel,29549,2016,1598,white,,137
21039,21039,e0b9e8375ac7f4e4f12cc86c9e0fffb050b45cc7,13,business,19950.0,ds,ds-ds5,diesel,78000,2015,1600,white,,18
21040,21040,79b10815f8c9d028ac49385abc90f7963cf15a4d,13,business,2450.0,opel,opel-astra-caravan,gaz,80000,2002,1200,blue,,9
21041,21041,6fd0a5aaf5575c7c4dfb13ed086832b3f8eec8d2,13,business,17250.0,bmw,bmw-116,diesel,90000,2015,1496,white,3.0,11
21042,21042,6c899f548c0b6ca3902ea81b715378da9520bc33,0,business,44500.0,volvo,volvo-xc-60,diesel,300,2018,2000,white,,78
21043,21043,216f3558e172455431aeabc82d6ecc1ae7722405,15,private,1850.0,renault,renault-clio,diesel,237,2001,1500,white,2.0,11
21044,21044,102575f2ae39f2d08666b54af8cf2052cfedcc46,15,business,14000.0,nissan,nissan-qashqai,diesel,154000,2010,1461,white,,35
21045,21045,e8ebcc2ad89059839ba200d158a680c2dcba6ad7,11,business,22100.0,mercedes-benz,mercedes-benz-a-180,diesel,85000,2014,1500,white,,47
21046,21046,a962d118eb7d40fe535a4441765b62432b5b98e0,11,private,21000.0,vw,vw-scirocco,gaz,17234,2016,1400,white,4.0,19
21047,21047,237790616ca410f34058bbe7d65c8878001305f5,11,private,11100.0,renault,renault-clio,gaz,35000,2016,900,red,,9
21048,21048,9d3ec9e78385e71e87bfb9942c041ac64ba81dc8,8,business,14500.0,fiat,fiat-500c,diesel,15705,2017,1248,white,4.0,25
21049,21049,6cf226f7ccb3d1a9249e6d47328e9be1cf018e32,13,private,2200.0,renault,renault-clio,diesel,215000,2004,1500,white,2.0,26
21050,21050,d2dd664c0fd6b1a8116dea822c303bafbcf21aef,15,business,20490.0,renault,renault-megane,diesel,56956,2016,1461,blue,,96
21051,21051,90f09ce0a196953b63858dfb0195e1b613bef3bc,11,business,6500.0,nissan,nissan-x-trail,diesel,150000,2002,2184,green,,8
21052,21052,068ab7b1357d0e0932b3df5eaf5812c1e08bdc92,15,private,10000.0,hyundai,hyundai-i20,gaz,63990,2015,1248,white,,42
21053,21053,2df01f51483dc3f7eda15e2c8f8fc8f1e0dcd107,13,business,23900.0,mini,mini-cooper,diesel,15650,2015,1496,other,,21
21054,21054,6b79f324fadffbeada458dd6b0d0b54606fed128,3,business,14900.0,bmw,bmw-525,diesel,246591,2007,3000,blue,,74
21055,21055,0275fdddbfec19d049ed71ee4d03a44c72273768,13,business,16400.0,volvo,volvo-v40,diesel,149000,2013,1600,white,,59
21056,21056,c0ce62cc54555a9584241de431011320e02b59e5,0,business,53000.0,mercedes-benz,mercedes-benz-e-220,diesel,12600,2018,1950,blue,,7
21057,21057,d8b316f8b19a473bb204f2cd2b9b03fc0b6f27a1,15,business,11150.0,honda,honda-cr-z,hibride-gaz,92444,2011,1498,blue,4.0,22
21058,21058,66c3cb2a6bcb70d34e41148746c0b48bc8952e1d,0,business,16100.0,opel,opel-astra,diesel,74403,2016,1598,other,,29
21059,21059,9927c1b2bda826d5a51181028e0c292c7a052c6b,11,business,20990.0,nissan,nissan-juke,diesel,5000,2018,1500,white,,60
21060,21060,9af73daa09ba9d3397d258d20643abe8300c81b7,11,business,6250.0,renault,renault-clio,gaz,42000,2009,1200,red,,10
21061,21061,ade5eb3787f755e9af30217d132c803a47527cc6,11,business,10950.0,fiat,fiat-500,gaz,58600,2016,1200,white,4.0,38
21062,21062,b1bc817bbcc5573da02ef6abcdb8326d3483906d,1,business,12000.0,bmw,bmw-525,diesel,240000,2005,2498,blue,,66
21063,21063,d5b8ca3c56061cc83f3b83f4219c7cdc16f4ec8a,11,business,10750.0,mini,mini-one,diesel,141000,2009,1600,beige,4.0,10
21064,21064,d23b3e912ea0cf9f101879ab3077b56adda6ada2,11,business,17500.0,mini,mini-cooper,diesel,63000,2016,1496,blue,,75
21065,21065,860e59498513473ea15799580fc59383963d44fc,11,business,2950.0,bmw,bmw-318,gaz,175000,1998,1895,blue,,21
21066,21066,8d6ffa5363b1b972733395bed351a2cf1d034181,11,business,26500.0,audi,audi-a5-sportback,diesel,170000,2012,2000,white,4.0,30
21067,21067,ea451f595d9f178102118fee17ed0c1f1abf40d2,4,business,15700.0,toyota,toyota-land-cruiser,diesel,145057,1998,3000,green,,27
21068,21068,4358ce393cbd5f83e0a20e60ab78e253a339ccf0,11,private,6990.0,nissan,nissan-terrano,diesel,78000,2000,2700,red,7.0,24
21069,21069,365a4dcddcf652cd6f0ce627fd5ea0041857e3c8,13,business,6500.0,peugeot,peugeot-307-sw,diesel,106000,2005,1560,blue,7.0,27
21070,21070,df0fe81e4f24849d031eb0a2761bfc4d0692b44f,11,business,16400.0,ford,ford-grand-c-max,diesel,82472,2014,1560,other,7.0,8
21071,21071,7aed88b0aa66a207a4e408b32611bc0ad80cdee5,3,business,8490.0,citroen,citroen-c3-picasso,diesel,107014,2011,1560,white,,56
21072,21072,55ad2c7baa44e4c689efbcf115de1fabf1ceaff8,17,business,31480.0,mercedes-benz,mercedes-benz-cla-220,diesel,109000,2015,2200,white,,98
21073,21073,6a5620503046699f2f00e44226528ca7b9c2bec3,13,private,7990.0,vw,vw-jetta,diesel,219000,2009,1900,white,,8
21074,21074,89a38b4382c8680813572d3f89e57111cd851cbd,0,business,19500.0,audi,audi-a3,diesel,49994,2014,1598,other,,23
21075,21075,6498ed0b306d9ec6140ae5798fea7d3ea1bbf1e1,10,business,17900.0,nissan,nissan-juke,diesel,22267,2017,1461,yellow,,28
